"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778934276633000E9,"2026-05-16 14:24:36.633 UTC+02:00"
"PAUSE",3.000891924998723E1,1.778934306641000E9,"2026-05-16 14:25:06.641 UTC+02:00"
