Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
0.545001705,45.07979667,9.202378333,64.95218213,0.02419194393,290.5700073,1.899999976,17.20000076
1.045001705,45.079795,9.202378333,64.85218716,0.1312541664,316.6700134,1.899999976,13.89999962
1.562001705,45.07978833,9.202381667,64.25221487,0.1317688823,318.3200073,1.700000048,10.10000038
2.062001705,45.07978333,9.202381667,63.65222997,0.07669360936,306.3500061,1.600000024,10.39999962
2.562001705,45.07978167,9.202383333,63.25223879,0.06742861122,355.7399902,1.600000024,11.0
3.062001705,45.07978167,9.202388333,62.85225018,0.05250166729,25.40999985,1.5,11.39999962
4.062001705,45.07977667,9.20239,62.75226907,0.2995683253,162.5700073,1.5,11.5
5.562001705,45.079765,9.202403333,62.75233466,1.043856621,157.9299927,1.5,9.699999809
6.562001705,45.07975,9.202418333,62.95241411,1.832925797,156.6399994,1.5,9.199999809
7.562001705,45.07973333,9.202433333,63.25249858,1.987857223,158.0299988,1.600000024,9.199999809
8.562001705,45.079715,9.202443333,63.65257671,2.181907415,148.3899994,1.600000024,8.899999619
9.562001705,45.079695,9.202458333,64.45267125,2.001240015,154.3800049,1.600000024,8.800000191
10.5620017,45.079675,9.20247,64.8527582,1.820572495,158.3300018,1.600000024,8.699999809
11.5620017,45.07965833,9.20247,64.65280851,1.967268348,160.8899994,1.600000024,8.399999619
12.5620017,45.07964,9.202483333,65.05289423,2.023373127,154.9100037,1.600000024,8.5
13.5620017,45.07962667,9.202486667,64.15294207,2.142788649,153.4100037,1.600000024,8.800000191
14.5620017,45.07961167,9.2025,63.95301773,2.022343636,152.7200012,1.600000024,9.0
15.5620017,45.079595,9.202515,64.05310221,1.909619451,155.9499969,1.600000024,8.800000191
16.5620017,45.07958,9.202526667,64.15317407,1.462840557,158.3699951,1.600000024,8.300000191
17.5620017,45.07957333,9.202535,64.25321318,0.5610471964,138.9100037,1.600000024,8.300000191
18.5620017,45.07957333,9.202535,64.35321318,0.1096358299,143.8000031,1.5,8.300000191
19.5620017,45.07957333,9.202535,64.35321318,1.224009395,202.1000061,1.399999976,7.699999809
20.5620017,45.07957333,9.202535,64.35321318,1.224009395,83.48000336,1.299999952,7.699999809
21.5620017,45.07957333,9.202535,64.35321318,1.032018065,56.18000031,1.299999952,7.300000191
22.5620017,45.07957333,9.202535,64.35321318,0.0,56.18000031,1.200000048,6.900000095
23.5620017,45.07957333,9.202535,64.35321318,0.0,56.18000031,1.200000048,6.900000095
24.5620017,45.079565,9.202533333,64.75323454,0.0,56.18000031,1.200000048,6.900000095
25.5620017,45.079565,9.202531667,64.75323074,0.2295661122,236.7200012,1.200000048,7.099999905
26.5620017,45.079565,9.202531667,64.85323074,0.08647333086,150.0399933,1.200000048,7.0
