"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.835916630E-3,-3.109159567E0,-3.833148653E0,1.084892392E-1,4.936767335E0
1.980591664E-2,-3.930231729E0,1.283089029E0,-2.459082795E0,4.810418598E0
2.977491665E-2,-2.762748877E0,3.934421551E0,-1.448452381E0,5.021002748E0
3.974491666E-2,-9.927738950E-1,1.438217415E0,1.586258975E0,2.360145519E0
4.971491668E-2,8.848570433E-2,-2.589352036E0,1.796965730E0,3.153039727E0
5.968391662E-2,7.823893216E-1,-3.345935256E0,-2.017055511E-1,3.442107046E0
6.965391664E-2,1.416019045E0,-1.369171446E0,1.795446038E-2,1.969787488E0
7.962391665E-2,1.583425999E0,8.099811628E-1,3.624443400E-1,1.815123488E0
8.959291666E-2,1.087617926E0,8.118885246E-1,5.991548324E-1,1.483597736E0
9.956291667E-2,5.524800912E-1,4.632880524E-1,-2.791384739E-1,7.731677427E-1
1.095319167E-1,-7.979196726E-1,1.190228228E0,-2.477852942E0,2.862354667E0
1.195019166E-1,-1.096712027E0,1.376156237E0,-2.705730046E0,3.227624256E0
1.294719166E-1,1.141575666E-1,4.585208175E-1,1.584256303E-1,4.983693113E-1
1.394409167E-1,1.177586255E0,1.365567514E-1,4.143804789E-1,1.255813806E0
1.494109167E-1,2.312295463E0,1.128641552E0,-1.249936486E0,2.860573942E0
1.593809166E-1,2.313741918E0,1.814945625E0,-5.228229403E-1,2.986766331E0
1.693499166E-1,3.397888936E0,1.567080692E0,-6.404981554E-1,3.796265139E0
1.793199166E-1,3.555144539E0,2.060849403E0,-3.579881769E-1,4.124840420E0
1.892899167E-1,1.101430365E0,2.182376179E0,-7.636832017E-1,2.561079199E0
1.992589167E-1,8.786977143E-1,4.634269238E-1,-2.455877352E-1,1.023321808E0
2.092289167E-1,5.928275969E-1,4.132861724E-1,-5.816283882E-2,7.250054729E-1
2.191979166E-1,1.231186073E-1,2.540881834E0,-2.609926926E0,3.644579159E0
2.291679166E-1,5.478647377E-1,2.733904270E0,-3.468891091E0,4.450572293E0
2.391379167E-1,1.864563928E0,1.510078818E0,1.283556222E0,2.721112503E0
2.491069167E-1,3.050285999E0,1.280228571E0,1.422917590E0,3.601100435E0
2.590769167E-1,2.839333661E0,5.178954917E-1,-2.458157766E-1,2.896628519E0
2.690469166E-1,7.324169701E-1,-3.156710002E-1,1.911674652E0,2.071372196E0
2.790159166E-1,2.659628551E0,1.301823801E0,1.208157545E0,3.198126622E0
2.889859166E-1,1.026155211E0,3.130288188E0,-2.055053058E0,3.882646228E0
2.989549167E-1,8.840712324E-1,4.389449826E0,-3.747091672E0,5.838625499E0
3.089249167E-1,5.678152914E-1,3.741219606E0,-2.890432479E0,4.761694893E0
3.188949166E-1,6.059923836E-1,4.054321047E0,-3.085348828E0,5.130703978E0
3.288639166E-1,1.155934747E0,3.614955708E0,-3.527107725E0,5.181175427E0
3.388339166E-1,7.135184037E-1,1.999154845E0,-1.549898064E-1,2.128321040E0
3.488039167E-1,2.669506253E0,1.515105084E0,5.074289757E-1,3.111155929E0
3.587729167E-1,2.391332716E0,2.516166238E0,-1.841605713E0,3.929513494E0
3.687429167E-1,1.218279368E0,2.574441051E0,-2.307766210E0,3.665751795E0
3.787129166E-1,1.496283482E0,2.748883667E0,-2.625337263E0,4.085048521E0
3.886819166E-1,9.337765854E-1,3.278146438E0,-1.512640775E0,3.729110470E0
3.986519167E-1,2.090302851E-1,4.022373322E0,-3.442892032E0,5.298743846E0
4.086209167E-1,-5.205250211E-1,4.455079267E0,-5.609270813E0,7.182102521E0
4.185909167E-1,-9.988174309E-1,2.326422336E0,2.455175686E-1,2.543650138E0
4.285609166E-1,1.181738071E0,2.524682123E0,4.099720291E0,4.957643710E0
4.385299166E-1,1.870977739E0,4.510832176E0,-4.500309527E-1,4.904150536E0
4.484999166E-1,-1.402764577E0,3.230705346E0,-4.308474076E-1,3.548356659E0
4.584699167E-1,-5.171929122E-1,7.331674603E-1,1.074302500E0,1.399696001E0
4.684385416E-1,-1.529712745E-1,1.915525921E0,-1.864332671E0,2.677382317E0
4.784085416E-1,-3.120710157E0,2.002724571E0,-5.896867869E0,6.965830048E0
4.883775417E-1,-3.646908402E0,-4.735253575E-1,-2.247252206E0,4.309792296E0
4.983475417E-1,-3.657772529E0,4.617344472E-1,5.943121684E-1,3.734394935E0
5.083175416E-1,-2.948753485E0,2.453446372E0,-4.702132022E-1,3.864666437E0
5.182865416E-1,-4.522428959E0,4.991765079E-1,7.277280879E-1,4.607724932E0
5.282565416E-1,-4.369435684E0,-5.392208719E-1,1.076670622E0,4.532322471E0
5.382265417E-1,-5.130754564E0,-1.049907916E0,1.851468796E0,5.554717431E0
5.481955417E-1,-5.005320094E0,-2.956615651E0,-9.368824071E-1,5.888340513E0
5.581655417E-1,-4.260193616E0,-1.800953238E0,-1.688239678E0,4.923701395E0
5.681345416E-1,-5.430167674E0,-1.236490229E-1,1.064224239E0,5.534851694E0
5.781045416E-1,-3.221444819E0,-7.509450424E-1,4.653104289E0,5.709028350E0
5.880745417E-1,-3.691442843E0,-6.114640984E-1,3.614519506E0,5.202440760E0
5.980435417E-1,-2.499745502E0,-2.094637246E0,3.192619507E0,4.563885635E0
6.080135417E-1,-2.246654620E0,-2.361803838E0,3.022775434E0,4.445530978E0
6.179835416E-1,-4.278976042E0,-3.158828448E0,3.472125186E0,6.351652261E0
6.279525416E-1,-7.667423187E-1,-4.322428456E0,2.713244303E0,5.160714697E0
6.379225416E-1,-1.286687406E0,-3.799754912E0,2.042952830E-1,4.016894128E0
6.478915417E-1,-1.367342437E0,-1.400002937E0,-1.268097353E0,2.331888603E0
