Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
0.547863332,45.08303833,9.200986667,61.83923268,0.004117777571,154.3399963,2.0,14.89999962
1.047863332,45.08304,9.200988333,61.73923144,0.0138975,46.90000153,1.899999976,14.69999981
1.761863332,45.08304667,9.201003333,61.73924542,0.056619443,43.5,1.799999952,11.69999981
2.261863332,45.08304667,9.201003333,61.73924542,0.1317688823,29.35000038,1.700000048,12.0
2.761863332,45.08304667,9.201013333,61.93926816,0.09522361308,67.73999786,1.600000024,12.39999962
3.261863332,45.08304667,9.201013333,61.93926816,0.06691388786,127.4400024,1.5,12.5
4.261863332,45.08304667,9.201013333,61.93926816,0.06228138879,217.4499969,1.5,12.39999962
5.761863332,45.08304167,9.201003333,62.13926051,0.02573611028,177.2100067,1.5,9.5
6.761863332,45.083045,9.201003333,62.13925045,0.4014833272,34.90999985,1.5,8.899999619
7.761863332,45.08305167,9.201001667,62.23922655,0.6639916897,18.20000076,1.5,8.0
8.761863332,45.08306167,9.201001667,62.43919638,1.02532661,18.09000015,1.5,8.0
9.761863332,45.08307833,9.20101,62.53916504,2.060433149,22.25,1.5,7.699999809
10.76186333,45.08309833,9.20101,62.63910471,2.471696138,12.77000046,1.600000024,7.5
11.76186333,45.08312,9.201013333,62.43904692,2.526771307,15.06999969,1.600000024,7.5
12.76186333,45.08314333,9.201018333,62.63898789,2.664716959,15.98999977,1.600000024,7.300000191
13.76186333,45.08315667,9.201035,62.63898555,2.426915169,24.47999954,1.600000024,7.099999905
14.76186333,45.08317833,9.201046667,62.7389467,2.666775942,12.71000004,1.600000024,7.0
15.76186333,45.083205,9.201053333,62.73888141,2.773323298,14.36999989,1.600000024,6.900000095
16.76186333,45.08323167,9.201063333,62.63882368,2.911783695,18.78000069,1.600000024,6.900000095
17.76186333,45.08325833,9.201075,62.43876975,3.02965498,17.62000084,1.600000024,6.800000191
18.76186333,45.08328833,9.20108,62.13869061,2.985388994,14.93000031,1.600000024,6.800000191
19.76186333,45.083315,9.20109,62.13863288,2.49382925,19.36000061,1.799999952,7.300000191
20.76186333,45.08333667,9.201101667,62.03859403,2.787735462,15.53999996,1.700000048,6.800000191
21.76186333,45.08335833,9.201111667,61.53855139,2.821707249,17.65999985,1.600000024,6.699999809
22.76186333,45.083385,9.20112,61.63848988,2.854134798,13.35000038,1.600000024,6.699999809
23.76186333,45.08341167,9.20113,61.83843215,2.896342039,14.81999969,1.600000024,6.800000191
24.76186333,45.08344,9.201138333,62.23836561,2.919504404,12.60999966,1.600000024,6.900000095
25.76186333,45.08346667,9.201151667,62.33831546,2.920533895,18.69000053,1.600000024,6.900000095
26.76186333,45.08349333,9.201158333,62.53825015,2.91744566,12.76000023,1.600000024,6.800000191
27.76186333,45.08352167,9.201163333,62.73817603,2.891709328,17.35000038,1.600000024,6.800000191
28.76186333,45.08355,9.201166667,63.33809812,2.862370253,12.31000042,1.600000024,6.900000095
29.76186333,45.083575,9.201173333,63.63803785,2.848472834,4.679999828,1.600000024,6.699999809
30.76186333,45.0836,9.201178333,63.63797378,2.829427958,7.619999886,1.600000024,6.699999809
31.76186333,45.083625,9.201186667,63.73791729,2.821707249,12.67000008,1.600000024,6.599999905
32.76186333,45.08365,9.201191667,63.83785322,2.813471556,12.93999958,1.600000024,6.300000191
33.76186333,45.08367667,9.201203333,64.23779928,2.815015793,17.04999924,1.600000024,6.199999809
34.76186333,45.08370167,9.201211667,64.43774279,2.813986301,11.65999985,1.600000024,6.300000191
35.76186333,45.083725,9.201223333,64.3376989,2.785676718,13.06000042,1.600000024,6.300000191
36.76186333,45.08374667,9.20123,64.53764868,2.767661333,13.57999992,1.600000024,6.199999809
37.76186333,45.08376833,9.201241667,64.43760982,2.76302886,12.96000004,1.600000024,6.300000191
38.76186333,45.08379167,9.201243333,64.3375432,2.777441025,4.730000019,1.600000024,6.199999809
39.76186333,45.08381667,9.201245,64.23747156,2.788250208,6.789999962,1.600000024,6.400000095
40.76186333,45.08384333,9.201253333,64.23741003,2.796485901,12.93000031,1.600000024,6.300000191
41.76186333,45.08386833,9.20126,64.33734975,2.811927557,5.590000153,1.600000024,6.300000191
42.76186333,45.08389667,9.201266667,64.43727941,2.81038332,8.850000381,1.600000024,6.400000095
43.76186333,45.08391833,9.201273333,64.73722919,2.80420661,7.559999943,1.600000024,6.5
