"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.650541665E-3,-1.211821703E0,2.952387822E-1,1.993175483E-1,1.263093529E0
1.762054168E-2,-6.982604599E-1,5.745515031E-1,9.010910153E-2,9.087335967E-1
2.759054169E-2,-3.703401276E-1,4.365189144E-1,-6.241165960E-1,8.468896611E-1
3.756054171E-2,-6.405555312E-2,5.385215449E-1,-1.150932600E0,1.272302801E0
4.753054166E-2,4.734350546E-1,4.320390701E-1,-1.375276231E0,1.517294705E0
5.750054168E-2,9.559053730E-1,5.544136924E-1,-1.169955347E0,1.609324435E0
6.747116667E-2,1.332744023E0,7.081293905E-1,-9.255183434E-1,1.770377945E0
7.744116668E-2,1.438172976E0,4.569745213E-2,-3.060608089E-2,1.439224269E0
8.741116669E-2,1.378919924E0,-2.357924795E-1,1.208397281E-1,1.404144041E0
9.738116671E-2,1.401146652E0,2.113037556E-2,3.284334254E-1,1.439280010E0
1.073511667E-1,9.559645030E-1,3.510431466E-1,5.977690423E-1,1.180858692E0
1.173211667E-1,7.456992128E-1,4.978205386E-1,6.308052260E-1,1.096269966E0
1.272911667E-1,6.469278999E-1,5.408642319E-1,4.348843253E-1,9.487751058E-1
1.372621667E-1,-5.920305848E-2,5.828966492E-1,-2.420004684E-1,6.339067223E-1
1.472321667E-1,-2.382233863E-1,4.124260470E-1,-4.907416070E-1,6.838661791E-1
1.572021667E-1,-5.284364866E-1,5.084028295E-1,-2.478681493E-1,7.740524381E-1
1.671721667E-1,-7.045920443E-1,5.100514519E-1,1.299912053E-1,8.794885707E-1
1.771421667E-1,-8.360360634E-1,3.999027729E-1,-1.220705670E-1,9.347618683E-1
1.871121667E-1,-7.027161113E-1,6.540063930E-1,-2.442019451E-1,9.905396939E-1
1.970821667E-1,-8.942610289E-1,7.398248076E-1,-3.907980734E-1,1.224649610E0
2.070521667E-1,-1.133169124E0,5.227165210E-1,-2.544228780E-1,1.273591703E0
2.170231667E-1,-1.266716825E0,5.070266873E-1,4.536328375E-2,1.365175961E0
2.269931667E-1,-1.435925452E0,4.442653057E-1,-7.170902485E-1,1.665374430E0
2.369631667E-1,-1.653663045E0,8.075191927E-1,-1.011005221E0,2.099719093E0
2.469331667E-1,-2.016189831E0,1.167234637E0,-3.742726725E-1,2.359563131E0
2.569031667E-1,-2.316788902E0,1.365703170E0,-3.562872219E-1,2.712857635E0
2.668731667E-1,-1.901791396E0,1.069527664E0,-9.550257325E-2,2.183991913E0
2.768431667E-1,-1.541501901E0,1.140442695E0,-3.754146338E-2,1.917875651E0
2.868141667E-1,-1.148481301E0,1.327747723E0,-2.795050943E-1,1.777651938E0
2.967841667E-1,-6.652100967E-1,1.408553320E0,-4.639578509E-1,1.625356520E0
3.067541667E-1,-8.942746968E-1,6.970287439E-1,-2.774386883E-1,1.167282540E0
3.167241667E-1,-1.215344212E0,8.901748484E-1,-7.603684151E-1,1.687493094E0
3.266941667E-1,-1.169418645E0,1.128492740E0,-7.126679993E-1,1.774522897E0
3.366641667E-1,-1.797006514E0,6.397225222E-1,-1.019774290E0,2.162964845E0
3.466341667E-1,-1.541575284E0,3.797977066E-1,-1.007043148E0,1.880116101E0
3.566051667E-1,-9.880506603E-1,4.041905361E-1,-4.496713489E-1,1.158368861E0
3.665751667E-1,-1.114886050E0,3.903577781E-1,-4.056038082E-2,1.181945534E0
3.765451667E-1,-9.349834507E-1,6.794850504E-1,2.188484180E-1,1.176345450E0
3.865151667E-1,-8.908743216E-1,9.418326598E-1,-6.908777654E-2,1.298259965E0
3.964851667E-1,-1.488903711E0,7.228035629E-2,-6.637051696E-1,1.631736273E0
4.064551667E-1,-1.124069468E0,-2.105839634E-1,-1.294933149E0,1.727637009E0
4.164251667E-1,-1.173487796E0,3.630925038E-1,-5.828504562E-1,1.359641286E0
4.263951667E-1,-1.108771325E0,-1.531321460E-1,8.717198664E-1,1.418703221E0
4.363661667E-1,-5.332626323E-1,2.487616038E-1,1.139658583E0,1.282604014E0
4.463361667E-1,-2.923979673E-1,8.186365038E-1,1.903368098E0,2.092479967E0
4.563061667E-1,-3.244299100E-1,2.852432594E-1,1.812508798E0,1.863278462E0
