"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.952000618E-3,4.550165450E1,9.158594405E0,1.336697451E2,NaN,NaN,1.968846447E1,3.000000000E1
4.410195351E-2,4.550165618E1,9.158595231E0,1.336697032E2,NaN,NaN,8.531270098E1,3.000477285E1
4.901019335E-1,4.550150446E1,9.158557085E0,1.336761507E2,NaN,NaN,3.625405713E1,3.000000000E1
6.004625559E-1,4.550142552E1,9.158602674E0,1.292164497E2,0.000000000E0,7.171875000E1,2.610544965E1,1.600000000E1
1.948461533E0,4.550142577E1,9.158599321E0,1.309249458E2,0.000000000E0,7.171875000E1,2.502674011E1,4.000000000E0
2.948460698E0,4.550145495E1,9.158546218E0,1.308436470E2,0.000000000E0,7.171875000E1,2.002172522E1,4.000000000E0
3.948459983E0,4.550145358E1,9.158543349E0,1.307402534E2,0.000000000E0,7.171875000E1,1.983557330E1,4.000000000E0
4.948457956E0,4.550145174E1,9.158541274E0,1.306359444E2,1.500000060E-1,NaN,1.954034315E1,4.000000000E0
5.948456168E0,4.550144052E1,9.158544057E0,1.308971748E2,8.999999762E-1,2.380078125E2,2.044825710E1,4.000000000E0
6.948661447E0,4.550143346E1,9.158522559E0,1.307218208E2,8.999999762E-1,2.478515625E2,2.025416761E1,4.000000000E0
7.948658705E0,4.550144286E1,9.158439761E0,1.305596504E2,1.950000048E0,2.471484375E2,1.828637064E1,4.000000000E0
8.948655844E0,4.550143340E1,9.158414463E0,1.305325508E2,1.879999995E0,2.471484375E2,1.830684086E1,3.000000000E0
9.948662877E0,4.550142335E1,9.158389648E0,1.302293282E2,2.329999924E0,2.489062500E2,1.805261530E1,3.000000000E0
1.094866204E1,4.550141347E1,9.158360254E0,1.300525703E2,2.180000067E0,2.478515625E2,1.808264494E1,3.000000000E0
1.194865716E1,4.550140484E1,9.158331522E0,1.298670845E2,2.240000010E0,2.485546875E2,1.812239127E1,3.000000000E0
1.294865596E1,4.550139754E1,9.158303724E0,1.298458443E2,2.180000067E0,2.499609375E2,1.815026232E1,3.000000000E0
1.394865429E1,4.550139067E1,9.158277792E0,1.298458447E2,2.180000067E0,2.499609188E2,1.818838523E1,3.000000000E0
1.494864881E1,4.550138331E1,9.158249669E0,1.296574902E2,2.240000010E0,2.496093558E2,1.822612764E1,3.000000000E0
1.594864523E1,4.550136113E1,9.158185237E0,1.297278028E2,2.420000076E0,2.513671666E2,1.659705444E1,3.000000000E0
1.694864261E1,4.550135538E1,9.158156093E0,1.298058056E2,2.240000010E0,2.510156057E2,1.663689736E1,3.000000000E0
1.794863963E1,4.550134948E1,9.158124888E0,1.297431226E2,2.420000076E0,2.517187290E2,1.668113593E1,3.000000000E0
1.894864428E1,4.550134299E1,9.158096564E0,1.297227368E2,2.200000048E0,2.482031064E2,1.672036479E1,3.000000000E0
1.994864511E1,4.550133645E1,9.158065272E0,1.296620069E2,2.480000019E0,2.499609162E2,1.676167949E1,3.000000000E0
2.094864321E1,4.550133040E1,9.158033937E0,1.298024488E2,2.480000019E0,2.513671661E2,1.680031909E1,3.000000000E0
2.194863784E1,4.550131700E1,9.158090206E0,1.297376295E2,2.480000019E0,2.538281033E2,1.200452676E1,3.000000000E0
2.294863439E1,4.550131064E1,9.158056992E0,1.298150831E2,2.569999933E0,2.531249776E2,1.214949412E1,3.000000000E0
2.394863570E1,4.550130435E1,9.158023933E0,1.297212110E2,2.569999933E0,2.538281025E2,1.232020443E1,3.000000000E0
2.494863713E1,4.550129813E1,9.157993563E0,1.299547314E2,2.210000038E0,2.482031063E2,1.244478842E1,3.000000000E0
2.594863796E1,4.550128949E1,9.157963044E0,1.299803662E2,2.220000029E0,2.485546686E2,1.089467673E1,3.000000000E0
2.694864047E1,4.550128311E1,9.157936072E0,1.300583691E2,2.210000038E0,2.485546687E2,1.103274765E1,3.000000000E0
2.794864047E1,4.550127769E1,9.157909833E0,1.299460644E2,2.220000029E0,2.545312305E2,1.114684377E1,3.000000000E0
2.894864213E1,4.550127318E1,9.157881184E0,1.301798291E2,2.250000000E0,2.583984174E2,1.122898273E1,3.000000000E0
2.994864273E1,4.550127034E1,9.157847726E0,1.303185620E2,2.250000000E0,2.587499799E2,1.005890924E1,3.000000000E0
3.094864261E1,4.550126660E1,9.157818417E0,1.304898877E2,2.250000000E0,2.591015423E2,1.020410830E1,4.000000000E0
3.194864225E1,4.550126548E1,9.157753683E0,1.308521925E2,2.650000095E0,2.545312267E2,2.183822316E1,3.000000000E0
3.294864321E1,4.550126166E1,9.157721250E0,1.313619581E2,2.470000029E0,2.531249784E2,2.191210245E1,3.000000000E0
3.394864309E1,4.550123164E1,9.157649614E0,1.317025454E2,2.598584313E0,2.514776280E2,9.322241266E0,4.483048532E0
3.494864333E1,4.550122491E1,9.157629147E0,1.318937124E2,2.539670488E0,2.499488238E2,1.053856807E1,5.183119022E0
3.594864333E1,4.550121965E1,9.157608162E0,1.321830434E2,2.409648655E0,2.650995912E2,8.845234026E0,4.553609852E0
3.694864357E1,4.550120676E1,9.157573907E0,1.323164325E2,2.708326139E0,2.559508549E2,7.840488038E0,4.214015623E0
3.794864273E1,4.550118899E1,9.157539227E0,1.321189735E2,2.730041852E0,2.536702449E2,7.539831521E0,4.115112287E0
3.894864309E1,4.550117412E1,9.157517359E0,1.320753130E2,2.512005349E0,2.400411042E2,7.462839028E0,4.088231386E0
3.994864225E1,4.550116712E1,9.157476299E0,1.321824662E2,2.766557145E0,2.513362750E2,7.240457456E0,4.010784685E0
4.094864190E1,4.550115243E1,9.157442704E0,1.322796208E2,2.684417888E0,2.491368605E2,7.145878393E0,3.989327643E0
4.194864154E1,4.550114612E1,9.157404445E0,1.327255897E2,2.636481626E0,2.525238794E2,7.047445322E0,3.842099964E0
4.294864106E1,4.550113805E1,9.157375532E0,1.329329282E2,2.609329949E0,2.555666889E2,6.792754529E0,3.740667397E0
4.394863987E1,4.550113470E1,9.157340708E0,1.330352524E2,2.644722825E0,2.568071126E2,6.819522316E0,3.805960372E0
4.494863904E1,4.550111829E1,9.157310280E0,1.328930575E2,2.744702388E0,2.498120597E2,6.723991456E0,3.774357509E0
4.594863868E1,4.550110435E1,9.157273465E0,1.323176561E2,2.743322989E0,2.490008051E2,6.757324880E0,3.754616953E0
