"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.717825008E-2,1.962002514E0,3.353457114E-1,-1.441514075E-2,1.990507073E0
3.714825009E-2,1.510096944E0,1.390736854E-1,1.150983471E-1,1.520849072E0
4.711725004E-2,1.692797875E0,-4.662452817E-2,7.376677698E-1,1.847130811E0
5.708625005E-2,1.849945012E0,7.932306442E-1,-1.813414532E-1,2.020988898E0
6.705625006E-2,1.544537775E0,5.167166930E-1,-9.715435320E-1,1.896441382E0
7.702525007E-2,1.481807238E0,-1.387094039E-1,-5.541306871E-1,1.588097543E0
8.699525008E-2,1.348198506E0,-9.511577994E-2,1.204795396E-1,1.356908819E0
9.696425009E-2,1.553629757E0,1.956016427E-1,-1.595412791E-2,1.565975721E0
1.069332501E-1,9.595017761E-1,-1.171577072E0,8.225804508E-2,1.516576038E0
1.169032500E-1,9.022056408E-1,-9.869500682E-1,5.755975699E-1,1.455801504E0
1.268722501E-1,6.940560195E-1,-3.963961977E-1,2.387215253E0,2.517467054E0
1.368422501E-1,5.576613821E-1,-1.712053049E-1,2.216960705E0,2.292424969E0
1.468112501E-1,5.392080081E-1,8.092546463E-3,7.441605181E-1,9.190134068E-1
1.567802501E-1,5.315290059E-1,2.150930437E-1,1.817896423E0,1.906183492E0
1.667502501E-1,6.497664307E-1,1.725510415E-1,1.304191046E0,1.467271127E0
1.767192500E-1,4.208878452E-1,-7.872664842E-1,-1.320272058E-1,9.024224501E-1
1.866882500E-1,2.237599330E-1,-1.005968137E0,1.377825032E0,1.720593566E0
1.966582501E-1,1.215700454E-1,2.964055941E-1,1.814035506E0,1.842107589E0
2.066272501E-1,8.680008911E-1,1.882866590E0,-1.318231380E-1,2.077495964E0
2.165972501E-1,1.077554721E0,-2.227201518E-1,6.707189047E-1,1.288639706E0
2.265662501E-1,1.483117891E0,-1.318978362E0,1.215973518E0,2.327645634E0
2.365352501E-1,1.766163913E0,2.984915882E-2,-9.764779973E-1,2.018349628E0
2.465052500E-1,1.396185290E0,1.263896713E0,-2.349301322E0,3.010977410E0
2.564742501E-1,9.867557944E-1,3.688312536E-1,-1.187551373E0,1.587451339E0
2.664432501E-1,8.117212942E-1,-4.679117382E-1,-1.132011595E0,1.469449933E0
2.764132501E-1,5.025225770E-1,5.262502858E-1,-1.409467240E0,1.586211274E0
2.863822501E-1,3.291466396E-1,2.671002263E-1,-1.233601120E0,1.304397088E0
2.963522501E-1,-1.125796589E-1,-7.070304063E-1,-1.459541041E-1,7.306632436E-1
3.063212500E-1,3.315485296E-1,-3.317391488E-1,1.284633279E0,1.367573746E0
3.162902500E-1,5.913847598E-1,1.417960028E0,4.390563136E-1,1.597847622E0
3.262602501E-1,1.470703814E0,5.447473678E-1,2.237963319E-2,1.568508926E0
3.362292501E-1,1.054091599E0,-5.378494075E-1,-6.109270316E-1,1.331774351E0
3.461992501E-1,9.346683589E-1,7.181053251E-2,-8.227967978E-1,1.247299589E0
