"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.499979973E-3,4.550109034E1,9.156324821E0,1.377908631E2,NaN,NaN,8.413780676E1,4.197789014E0
1.073801517E-2,4.550112261E1,9.156374898E0,1.377908631E2,NaN,NaN,8.031767806E1,4.274076531E0
1.073801517E-2,4.550112261E1,9.156374898E0,1.377908631E2,NaN,NaN,8.031767806E1,4.274076531E0
4.908597469E-2,4.550112162E1,9.156388121E0,1.377903672E2,NaN,NaN,8.019086763E1,4.274076558E0
4.766490459E-1,4.550095019E1,9.156245935E0,1.384246109E2,NaN,NaN,3.859389524E1,3.000000000E1
1.857202768E0,4.550095103E1,9.156078943E0,1.313750191E2,0.000000000E0,NaN,5.077553279E0,4.000000000E0
2.857207537E0,4.550095039E1,9.156079332E0,1.315912666E2,0.000000000E0,NaN,4.117803865E0,4.000000000E0
3.857213378E0,4.550094905E1,9.156075811E0,1.316236763E2,0.000000000E0,NaN,3.776812265E0,4.000000000E0
4.857218146E0,4.550094725E1,9.156074444E0,1.315518990E2,0.000000000E0,NaN,3.598463918E0,4.000000000E0
5.857223630E0,4.550094461E1,9.156074440E0,1.312820625E2,0.000000000E0,NaN,3.533279466E0,3.000000000E0
6.856841326E0,4.550094348E1,9.156075111E0,1.309274483E2,0.000000000E0,NaN,3.535531828E0,3.000000000E0
7.856848001E0,4.550093791E1,9.156084079E0,1.306278267E2,0.000000000E0,8.191406250E1,3.535533904E0,3.000000000E0
8.856855273E0,4.550093162E1,9.156094724E0,1.302503853E2,4.499999881E-1,8.789062500E1,3.535533904E0,3.000000000E0
9.856868386E0,4.550093086E1,9.156103358E0,1.303446846E2,8.999999762E-1,7.382812500E1,3.535533905E0,3.000000000E0
1.085688388E1,4.550093510E1,9.156115847E0,1.304428902E2,1.320000052E0,6.468750000E1,3.535533905E0,3.000000000E0
1.185690045E1,4.550093547E1,9.156138729E0,1.303689156E2,1.320000052E0,7.910156250E1,3.535533905E0,3.000000000E0
1.285692489E1,4.550093652E1,9.156158678E0,1.301671333E2,1.730000019E0,7.523437500E1,3.629360599E0,3.000000000E0
1.385694814E1,4.550094090E1,9.156180538E0,1.301671336E2,1.730000019E0,7.523439027E1,3.009784173E0,3.925196795E0
1.485696995E1,4.550095210E1,9.156216048E0,1.303435256E2,2.700000048E0,6.750002276E1,3.478354534E0,3.839100489E0
1.585699415E1,4.550095707E1,9.156250521E0,1.300905959E2,2.700000048E0,7.382814866E1,3.815354348E0,3.840245423E0
1.685701811E1,4.550096798E1,9.156277337E0,1.296676222E2,2.519999981E0,7.031252165E1,4.076483272E0,4.029364438E0
1.785704386E1,4.550097329E1,9.156310666E0,1.296543165E2,2.519999981E0,7.312502201E1,4.188305200E0,4.029364438E0
1.885708094E1,4.550097993E1,9.156344839E0,1.298941237E2,2.650000095E0,7.312502314E1,4.262250448E0,4.029364438E0
1.985710716E1,4.550098652E1,9.156376499E0,1.299464308E2,2.650000095E0,7.242189805E1,4.324339437E0,4.029364438E0
2.085713089E1,4.550099421E1,9.156407560E0,1.299267775E2,2.630000114E0,7.101564770E1,4.380570400E0,4.029364438E0
2.185715449E1,4.550100487E1,9.156439949E0,1.298714796E2,2.630000114E0,6.750002217E1,4.427954189E0,4.029364438E0
2.285717714E1,4.550101328E1,9.156471861E0,1.301579786E2,2.549999952E0,6.890627171E1,4.475577361E0,4.029364438E0
2.385719860E1,4.550102142E1,9.156502882E0,1.300008741E2,2.549999952E0,6.855470916E1,4.511639762E0,4.029364438E0
2.485721874E1,4.550102800E1,9.156536536E0,1.300392652E2,2.549999952E0,6.960939681E1,4.543812272E0,4.029364438E0
2.585723853E1,4.550103383E1,9.156573212E0,1.299087111E2,2.640000105E0,7.347658560E1,4.577234862E0,4.029364438E0
2.685725749E1,4.550104093E1,9.156607787E0,1.301342970E2,2.640000105E0,7.382814814E1,4.604823693E0,4.029364438E0
2.785727561E1,4.550104942E1,9.156641824E0,1.301176344E2,2.670000076E0,7.136721059E1,4.622927671E0,4.029364438E0
2.885729218E1,4.550105840E1,9.156675883E0,1.301699416E2,2.670000076E0,7.031252294E1,4.638765300E0,4.029364438E0
2.985730946E1,4.550106779E1,9.156711549E0,1.301511428E2,2.769999981E0,6.996096125E1,4.653198140E0,4.029364438E0
3.085732448E1,4.550107512E1,9.156742271E0,1.301925245E2,2.579999924E0,7.136720981E1,4.665252628E0,4.029364438E0
3.185733998E1,4.550108135E1,9.156775960E0,1.303014113E2,2.630000114E0,7.488283567E1,4.671825357E0,4.029364438E0
3.285735488E1,4.550108640E1,9.156805295E0,1.307442213E2,2.579999924E0,7.699221044E1,4.682497614E0,4.029364438E0
3.385736942E1,4.550108423E1,9.156845329E0,1.323577692E2,2.662220911E0,7.180851668E1,4.436290893E0,4.167735662E0
3.485738552E1,4.550108994E1,9.156877598E0,1.328004586E2,2.660503845E0,8.121452699E1,4.695709673E0,4.432153864E0
3.585740304E1,4.550109461E1,9.156904605E0,1.323107431E2,2.185373366E0,6.481382206E1,4.798382809E0,4.263953650E0
3.685742009E1,4.550110387E1,9.156933748E0,1.328209880E2,2.422888374E0,6.677454723E1,4.967335559E0,4.012814886E0
