"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.550000049E-3,-1.094154820E0,-5.616583925E-1,1.949193896E0,2.304775860E0
1.652000000E-2,-9.130367307E-1,5.336709872E-1,1.461861216E0,1.804294601E0
2.649000002E-2,-1.311369088E0,4.236594254E-1,-1.748962428E0,2.226666964E0
3.646000003E-2,-9.646546349E-1,-2.560855923E0,-1.070732190E0,2.938538590E0
4.643000005E-2,8.603848927E-2,-1.740884792E0,2.394345347E0,2.961582706E0
5.640000000E-2,-5.399118666E-1,1.549564773E0,-1.160350710E-1,1.645028859E0
6.637000002E-2,7.642420493E-2,-1.696478990E-1,-1.687276057E0,1.697504510E0
7.634000003E-2,1.002709411E0,-2.169082534E0,-1.154895843E0,2.654077920E0
8.631000004E-2,7.706209961E-2,-1.393187130E0,-1.427276105E-1,1.402597632E0
9.628000000E-2,-1.947063244E-1,1.501111528E0,-5.399348170E-1,1.607101733E0
1.062500000E-1,-4.952702024E-1,1.226608434E0,8.781816244E-1,1.587785814E0
1.162200000E-1,3.401795680E-1,-3.224853453E-1,2.351030343E0,2.397303195E0
1.261900000E-1,8.737121589E-1,-1.417393433E0,1.058320890E0,1.972921739E0
1.361600000E-1,-5.813338712E-1,-5.227118433E-2,-1.454108977E0,1.566880424E0
1.461300000E-1,-3.143337420E-1,2.051451758E-1,-2.308369642E-1,4.406540009E-1
1.561010000E-1,-8.722722821E-2,-1.192277969E0,1.854788845E0,2.206666492E0
1.660710000E-1,-6.891262320E-1,-1.862200776E0,4.837945300E-1,2.043708355E0
1.760410000E-1,-5.044170018E-1,-9.025747463E-1,-1.029878279E0,1.459358405E0
1.860110000E-1,7.038249627E-2,-2.795288632E0,2.180530797E0,3.545885896E0
1.959810000E-1,1.579800579E0,2.081037207E0,7.861803639E-1,2.728473069E0
2.059510000E-1,4.769421780E-1,3.733117411E0,-2.089863871E0,4.304784599E0
2.159210000E-1,-1.512251936E0,-3.512802511E-2,-5.947203040E-3,1.512671565E0
2.258908750E-1,4.197727080E-1,-1.824360520E0,1.763783365E0,2.572048248E0
2.358608751E-1,9.610346968E-1,7.202749345E-1,-1.172620507E0,1.678517955E0
2.458308750E-1,6.332115014E-1,1.221401489E0,-8.600154948E-1,1.622468814E0
2.558008750E-1,-3.792036295E-1,-1.596470844E0,2.567324697E0,3.046911658E0
