"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778939045465000E9,"2026-05-16 15:44:05.465 UTC+02:00"
"PAUSE",3.000635045830859E1,1.778939075471000E9,"2026-05-16 15:44:35.471 UTC+02:00"
