"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778939296291000E9,"2026-05-16 15:48:16.291 UTC+02:00"
"PAUSE",3.000657712505199E1,1.778939326297000E9,"2026-05-16 15:48:46.297 UTC+02:00"
