"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.291308880E-2,4.550557180E1,9.157086073E0,1.424861032E2,NaN,NaN,4.387783046E1,4.080729292E0
5.342420340E-1,4.550547859E1,9.157157383E0,1.424861986E2,NaN,NaN,4.291801508E1,4.080764314E0
1.850160360E0,4.550573906E1,9.156972058E0,1.314778633E2,0.000000000E0,5.695312500E1,3.535533906E0,3.000000000E0
2.850167871E0,4.550572374E1,9.156998552E0,1.323131294E2,0.000000000E0,5.695312500E1,8.188729203E0,3.000000000E0
3.850175023E0,4.550572402E1,9.157005053E0,1.330023384E2,0.000000000E0,5.695312500E1,7.574898785E0,3.000000000E0
4.850182056E0,4.550574670E1,9.156988678E0,1.335352364E2,1.789999962E0,3.192187500E2,6.965322977E0,3.000000000E0
5.850189447E0,4.550575541E1,9.156987268E0,1.348004341E2,2.140000105E0,3.244921875E2,5.835044925E0,3.000000000E0
6.849785089E0,4.550576771E1,9.156977057E0,1.350388374E2,2.140000105E0,3.230859375E2,5.206039795E0,3.000000000E0
7.849770308E0,4.550578194E1,9.156965049E0,1.350647163E2,2.339999914E0,3.255468750E2,4.773870645E0,3.000000000E0
8.849780202E0,4.550579874E1,9.156951229E0,1.351079292E2,2.460000038E0,3.262500000E2,4.425606993E0,3.000000000E0
9.849781871E0,4.550581100E1,9.156938023E0,1.349193306E2,2.099999905E0,3.262500000E2,4.225225814E0,3.000000000E0
1.084977591E1,4.550582568E1,9.156920781E0,1.350073433E2,2.450000048E0,3.244921875E2,4.035777910E0,3.000000000E0
1.184978414E1,4.550584303E1,9.156902466E0,1.349984322E2,2.450000048E0,3.255468750E2,3.896499250E0,3.000000000E0
1.284977651E1,4.550586079E1,9.156883620E0,1.350168648E2,2.630000114E0,3.262500000E2,3.808406948E0,3.000000000E0
1.384976971E1,4.550588071E1,9.156860414E0,1.350168654E2,2.630000114E0,3.262499867E2,3.065595551E0,4.029364438E0
1.484977674E1,4.550590125E1,9.156844425E0,1.349648024E2,2.630000114E0,3.266015493E2,3.169905640E0,4.029364438E0
1.584976983E1,4.550592040E1,9.156824257E0,1.347395217E2,2.759999990E0,3.241406102E2,3.361361620E0,4.029364438E0
1.684976459E1,4.550593905E1,9.156803411E0,1.350317580E2,2.759999990E0,3.241406102E2,3.524242099E0,4.029364438E0
1.784977341E1,4.550595752E1,9.156782071E0,1.351164138E2,2.759999990E0,3.234374850E2,3.774586060E0,4.029364438E0
1.884976661E1,4.550597418E1,9.156761870E0,1.350925489E2,2.500000000E0,3.230859238E2,3.916320721E0,4.029364438E0
