"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.721916677E-3,-1.468326044E0,-1.515686005E-2,-1.126933873E-1,1.472722275E0
1.569191669E-2,-1.905016281E0,6.401631099E-1,1.048101711E-1,2.012431617E0
2.566291671E-2,-2.164055829E0,1.164437914E0,4.234009784E-1,2.493656286E0
3.563291667E-2,-2.183226510E0,1.188241344E0,-4.407724714E-1,2.524415944E0
4.560391669E-2,-2.218494137E0,9.065125537E-1,-4.349141461E-1,2.435699399E0
5.557491671E-2,-2.436628756E0,1.031083975E0,-3.723074234E-1,2.671873252E0
6.554491667E-2,-2.536733235E0,5.983543485E-1,-5.939858937E-1,2.673174643E0
7.551591669E-2,-2.485953675E0,5.974053454E-1,-9.859756297E-1,2.740256697E0
8.548691671E-2,-2.300225348E0,7.207675624E-1,-6.906228268E-1,2.507489266E0
9.545691666E-2,-2.054897814E0,5.319445968E-1,-8.618135136E-1,2.290915235E0
1.054279167E-1,-1.630712139E0,-2.051086307E-2,-3.855262238E-1,1.675790335E0
1.153979167E-1,-1.651338339E0,-7.409644300E-1,8.926441276E-1,2.018108058E0
1.253689167E-1,-1.291033056E0,-2.736426759E-1,9.071563321E-1,1.601430385E0
1.353399167E-1,-6.920087631E-1,1.422168562E-1,6.365559626E-1,9.509496600E-1
1.453099167E-1,-7.817280015E-1,-6.538941264E-2,6.511009115E-1,1.019463997E0
1.552809167E-1,-8.409725022E-1,-2.349876103E-1,5.083007956E-1,1.010358167E0
1.652519167E-1,-5.875961296E-1,-4.462586215E-1,-1.764748156E-2,7.380565035E-1
1.752219167E-1,-6.332365713E-1,-5.216561285E-1,-2.185010934E-1,8.490326257E-1
1.851929167E-1,-9.672305527E-1,-6.772049287E-1,-1.510394275E-1,1.190358923E0
1.951629167E-1,-7.325253629E-1,-7.997549674E-1,-5.162880921E-1,1.201147289E0
2.051339167E-1,-5.566245977E-1,-9.723983949E-1,-9.118095464E-1,1.444571296E0
2.151049167E-1,-1.087314309E0,-7.570638612E-1,-4.996574414E-1,1.415999878E0
2.250749167E-1,-1.069342672E0,-4.236892462E-1,1.038143903E-1,1.154895561E0
2.350459167E-1,-9.179362589E-1,-2.097185755E-1,3.980451125E-1,1.022266486E0
2.450159167E-1,-1.215416352E0,-4.388654020E-1,6.308432329E-1,1.437985721E0
2.549869167E-1,-1.166990150E0,-9.863568681E-1,9.478751725E-1,1.798119358E0
2.649579167E-1,-7.041937027E-1,-1.015673638E0,1.193185750E0,1.717898118E0
2.749279167E-1,-9.368831380E-1,-5.197166070E-1,1.563479392E0,1.895342495E0
2.848989167E-1,-1.668316022E0,-5.949971697E-1,1.538152762E0,2.345892986E0
2.948689167E-1,-1.377737617E0,-3.136890864E-1,3.119893008E-1,1.447031135E0
3.048399167E-1,-1.714460347E0,-1.363418663E-1,-7.108986318E-2,1.721341673E0
3.148109167E-1,-1.566383412E0,9.065786272E-2,-3.720442986E-1,1.612511333E0
3.247809167E-1,-1.354119251E0,4.024340326E-1,-1.152192090E0,1.822947807E0
3.347519167E-1,-1.155782281E0,5.215745598E-1,-8.430024362E-1,1.522670617E0
3.447229167E-1,-7.754113276E-1,3.694925737E-1,-4.363069528E-1,9.634060650E-1
3.546929167E-1,-5.885767076E-1,2.895719531E-1,-1.085155517E-1,6.648684695E-1
3.646639167E-1,-2.023648247E-3,6.581248793E-1,5.578097552E-1,8.627190591E-1
3.746339167E-1,-2.038937254E-1,1.553855752E0,5.897700512E-1,1.674475758E0
3.846049167E-1,-3.152999213E-1,1.059361987E0,3.773073775E-1,1.167913831E0
3.945766250E-1,-3.728294335E-2,1.240226600E0,-2.958047926E-1,1.275559686E0
4.045466250E-1,-6.693626431E-1,1.640774028E0,6.188342214E-2,1.773137140E0
4.145176250E-1,-9.458836108E-1,1.446551743E0,2.203710330E-1,1.742346448E0
4.244876250E-1,-8.190534103E-1,1.287708330E0,-2.102892637E-1,1.540539777E0
4.344586250E-1,-7.054550202E-1,1.369454159E0,1.969049871E-2,1.540603516E0
4.444296250E-1,-8.971276264E-1,1.441174352E0,-5.836573720E-2,1.698595905E0
4.543996250E-1,-2.824632738E-1,1.208578837E0,-7.859979308E-1,1.469095318E0
4.643706250E-1,1.503362267E-1,7.358864155E-1,-1.939439571E-1,7.757216357E-1
4.743406250E-1,2.485481074E-1,9.386941668E-1,3.204432052E-1,1.022549142E0
4.843116250E-1,6.262044905E-1,1.165169401E0,7.403604126E-1,1.515877745E0
4.942826250E-1,8.623134506E-1,7.769464409E-1,7.023862553E-1,1.356678558E0
5.042526250E-1,4.395597589E-1,3.918631437E-1,7.889624691E-1,9.844954458E-1
5.142236250E-1,3.978528853E-1,2.936167645E-1,4.230033678E-1,6.507146624E-1
5.241946250E-1,4.479668856E-1,6.019807917E-1,-4.593894213E-1,8.798260309E-1
5.341646250E-1,7.312681384E-2,2.458008662E-1,-3.949215299E-1,4.708806765E-1
5.441356250E-1,-3.379938423E-1,-3.106119892E-1,-3.271429449E-1,5.636862174E-1
5.541056250E-1,3.206859378E-1,-3.536574367E-1,-6.835886264E-1,8.337904193E-1
5.640766250E-1,5.347569613E-1,-7.108635485E-1,-7.690901220E-2,8.928644849E-1
5.740476250E-1,5.600821294E-1,-6.491271839E-1,3.615333438E-2,8.581172158E-1
5.840176250E-1,6.442882475E-1,-9.006983748E-1,2.445498544E-1,1.134094149E0
5.939886250E-1,8.295037003E-1,-9.405489036E-1,6.069129181E-1,1.393216393E0
6.039586250E-1,4.268731282E-1,-9.243871996E-1,2.793594986E-1,1.055819157E0
6.139296250E-1,4.669522832E-1,-9.520079845E-1,9.627849877E-2,1.064722117E0
6.239006250E-1,5.720564231E-1,-1.109784866E0,5.883854306E-1,1.380242158E0
6.338706250E-1,3.676149597E-1,-1.041825310E0,3.599031401E-1,1.161925559E0
6.438416250E-1,-4.834880628E-1,-7.874234819E-1,-3.929083335E-1,1.004078386E0
6.538126250E-1,-4.878636074E-1,-6.125452486E-1,4.551940441E-2,7.844071629E-1
6.637826251E-1,-3.416878939E-1,-3.663184127E-1,4.614306843E-1,6.810712685E-1
6.737536250E-1,-4.053644378E-1,2.347101599E-2,4.322209185E-1,5.930313132E-1
6.837236250E-1,-2.698881056E-1,-2.730912834E-2,9.512835145E-2,2.874626607E-1
6.936946250E-1,-2.591413618E-1,-1.783342302E-2,-2.012968308E-1,3.286224132E-1
