"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781181406150137E9,"2026-06-11 14:36:46.150 UTC+02:00"
"PAUSE",1.933407404168975E1,1.781181425484367E9,"2026-06-11 14:37:05.484 UTC+02:00"
