"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779268371142344E9,"2026-05-20 11:12:51.142 UTC+02:00"
"PAUSE",3.778730883356184E1,1.779268408930259E9,"2026-05-20 11:13:28.930 UTC+02:00"
