"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.224989891E-3,4.550111776E1,9.157026260E0,1.325845079E2,NaN,NaN,3.683041745E1,7.260264816E1
8.158922195E-3,4.550114516E1,9.156998817E0,1.325845118E2,NaN,NaN,3.936487040E1,4.704105926E1
8.158922195E-3,4.550114516E1,9.156998817E0,1.325845118E2,NaN,NaN,3.936487040E1,4.704105926E1
4.940092564E-2,4.550114592E1,9.157000229E0,1.325842447E2,NaN,NaN,3.935611039E1,4.704105927E1
5.968388319E-1,4.550123119E1,9.156859269E0,1.067708931E2,0.000000000E0,NaN,1.646681070E1,2.400000000E1
1.658838272E0,4.550124006E1,9.156828336E0,1.298642769E2,0.000000000E0,NaN,1.425219851E1,4.000000000E0
2.658837914E0,4.550123999E1,9.156832716E0,1.292883492E2,0.000000000E0,NaN,1.134902578E1,4.000000000E0
3.658837318E0,4.550123383E1,9.156822639E0,1.284290962E2,0.000000000E0,NaN,1.003338811E1,4.000000000E0
4.658836722E0,4.550121908E1,9.156844222E0,1.285633736E2,3.700000048E-1,7.558593750E1,8.923792607E0,4.000000000E0
5.658835292E0,4.550120518E1,9.156889836E0,1.285131416E2,1.730000019E0,6.117187500E1,7.478656040E0,4.000000000E0
6.658877254E0,4.550119766E1,9.156942184E0,1.288015327E2,1.730000019E0,6.679687500E1,6.472123891E0,4.000000000E0
7.658878207E0,4.550118996E1,9.157000411E0,1.288931465E2,1.990000010E0,6.714843750E1,5.308415702E0,4.000000000E0
8.658879638E0,4.550118419E1,9.157059256E0,1.292854195E2,2.369999886E0,7.136718750E1,5.131052318E0,4.000000000E0
9.658875942E0,4.550117965E1,9.157113793E0,1.293057442E2,2.369999886E0,7.207031250E1,4.479502159E0,4.000000000E0
1.065887892E1,4.550118176E1,9.157153149E0,1.296711617E2,2.089999914E0,6.750000000E1,3.406792204E0,4.000000000E0
1.165886104E1,4.550118390E1,9.157190115E0,1.302766914E2,2.089999914E0,7.207031250E1,3.660604685E0,4.000000000E0
1.265883005E1,4.550118210E1,9.157236036E0,1.304727364E2,2.279999971E0,7.066406250E1,3.468248365E0,4.000000000E0
1.365883267E1,4.550118562E1,9.157271749E0,1.304727368E2,2.279999971E0,7.066408213E1,2.890075707E0,4.580616645E0
1.465883565E1,4.550118889E1,9.157308229E0,1.306145826E2,2.470000029E0,7.382814665E1,3.014721149E0,4.568094703E0
1.565883756E1,4.550119140E1,9.157344716E0,1.306916700E2,2.470000029E0,7.453127172E1,3.257023655E0,4.684367640E0
1.665884459E1,4.550119442E1,9.157381354E0,1.309561353E2,2.420000076E0,7.312502113E1,3.494666984E0,4.592794417E0
1.765884960E1,4.550119684E1,9.157417321E0,1.309925122E2,2.240000010E0,7.523439477E1,3.706731773E0,4.111090622E0
1.865886164E1,4.550119990E1,9.157453755E0,1.312714429E2,2.329999924E0,7.417970796E1,4.034791963E0,4.000000000E0
1.965886915E1,4.550120382E1,9.157496768E0,1.314693189E2,2.549999952E0,7.242189718E1,4.134455401E0,4.236108124E0
2.065887678E1,4.550120837E1,9.157533112E0,1.317729688E2,2.329999924E0,7.347658289E1,4.240008126E0,4.168098123E0
2.165888238E1,4.550121478E1,9.157568784E0,1.318253369E2,2.359999895E0,7.312502061E1,4.321009838E0,4.337979619E0
2.265888822E1,4.550122240E1,9.157601504E0,1.319629101E2,2.259999990E0,7.242189466E1,4.497527115E0,4.000000000E0
2.365889370E1,4.550122426E1,9.157646757E0,1.322915235E2,2.380000114E0,7.558595854E1,3.569069840E0,4.000000000E0
2.465889859E1,4.550123148E1,9.157685085E0,1.325403028E2,2.380000114E0,7.347658332E1,3.712179239E0,4.440336681E0
