"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.322695732E-2,4.550076430E1,9.161305129E0,1.383519050E2,NaN,NaN,6.014871147E1,4.905630501E0
4.024289846E-1,4.550083722E1,9.161369358E0,1.383517906E2,NaN,NaN,3.338081803E1,4.905666979E0
2.005007744E0,4.550075405E1,9.161331737E0,1.325996895E2,0.000000000E0,3.434765625E2,4.381280840E0,6.000000000E0
3.005004406E0,4.550075153E1,9.161333665E0,1.328659859E2,2.300000042E-1,3.434765625E2,3.625327720E0,4.000000000E0
4.005001783E0,4.550074168E1,9.161344813E0,1.351306953E2,2.300000042E-1,1.385156250E2,3.535533906E0,3.000000000E0
5.004998326E0,4.550072739E1,9.161360906E0,1.351259346E2,1.840000033E0,3.434765625E2,3.535533906E0,3.000000000E0
6.004996061E0,4.550070887E1,9.161383286E0,1.347752876E2,2.650000095E0,1.350000000E2,3.535533906E0,3.000000000E0
7.005257010E0,4.550066975E1,9.161422550E0,1.345044746E2,2.380000114E0,1.364062500E2,3.903002339E0,3.000000000E0
8.005265236E0,4.550065093E1,9.161440765E0,1.344683418E2,2.650000095E0,1.451953125E2,3.763023596E0,3.000000000E0
9.005260468E0,4.550062900E1,9.161461594E0,1.342994576E2,2.859999895E0,1.451953125E2,3.696490254E0,3.000000000E0
1.000526214E1,4.550060487E1,9.161484280E0,1.338389473E2,3.160000086E0,1.448437500E2,3.655515953E0,3.000000000E0
1.100527668E1,4.550058104E1,9.161507543E0,1.338374214E2,2.960000038E0,1.434375000E2,3.628906251E0,3.000000000E0
1.200526512E1,4.550055863E1,9.161530280E0,1.337668037E2,3.079999924E0,1.430859375E2,3.596036610E0,3.000000000E0
1.300524807E1,4.550053977E1,9.161551183E0,1.337668045E2,3.079999924E0,1.430859544E2,2.979752652E0,4.029364438E0
1.400524318E1,4.550051785E1,9.161574383E0,1.339559524E2,2.960000038E0,1.423828290E2,3.202008446E0,4.029364438E0
1.500523460E1,4.550049661E1,9.161598108E0,1.336057327E2,2.990000010E0,1.409765797E2,3.297071011E0,4.029364438E0
1.600523520E1,4.550047463E1,9.161622928E0,1.339740799E2,3.069999933E0,1.409765801E2,3.600893663E0,4.029364438E0
1.700522840E1,4.550045193E1,9.161647494E0,1.338987015E2,3.069999933E0,1.416797049E2,3.765720982E0,4.029364438E0
1.800522113E1,4.550043040E1,9.161671763E0,1.335556839E2,3.069999933E0,1.413281425E2,3.895087034E0,4.029364438E0
1.900521851E1,4.550040865E1,9.161693360E0,1.338481033E2,2.960000038E0,1.451953279E2,4.073174390E0,4.029364438E0
2.000521636E1,4.550038645E1,9.161720169E0,1.338251542E2,3.109999895E0,1.413281427E2,4.196896404E0,4.029364438E0
2.100520408E1,4.550036562E1,9.161742488E0,1.341549271E2,3.109999895E0,1.427343922E2,4.748651530E0,4.029364438E0
2.200519586E1,4.550034838E1,9.161762260E0,1.344487502E2,2.740000010E0,1.416797030E2,4.748651530E0,4.029364438E0
2.300519013E1,4.550032628E1,9.161783431E0,1.340063674E2,2.740000010E0,1.444922020E2,4.748651530E0,4.029364438E0
2.400518119E1,4.550030043E1,9.161810615E0,1.340914505E2,3.029999971E0,1.437890788E2,4.748651530E0,4.029364438E0
2.500516999E1,4.550027589E1,9.161838979E0,1.342731522E2,3.180000067E0,1.420312679E2,4.748651530E0,4.029364438E0
2.600516248E1,4.550025591E1,9.161865837E0,1.345406693E2,3.180000067E0,1.392187690E2,4.748651530E0,4.029364438E0
2.700515521E1,4.550023576E1,9.161891822E0,1.341643265E2,3.099999905E0,1.392187685E2,4.748651530E0,4.029364438E0
2.800514758E1,4.550021387E1,9.161920872E0,1.341601761E2,3.099999905E0,1.399218932E2,4.748651530E0,4.029364438E0
2.900514078E1,4.550019221E1,9.161948724E0,1.338388260E2,3.099999905E0,1.409765803E2,4.748651530E0,4.029364438E0
3.000513363E1,4.550016962E1,9.161977386E0,1.342235307E2,3.269999981E0,1.413281436E2,4.748651530E0,4.029364438E0
3.100512779E1,4.550014661E1,9.162003938E0,1.339904985E2,3.269999981E0,1.423828307E2,4.748651530E0,4.029364438E0
3.200512064E1,4.550012501E1,9.162031047E0,1.338725786E2,3.269999981E0,1.420312684E2,4.748651530E0,4.029364438E0
3.300511491E1,4.550009585E1,9.162067140E0,1.356754110E2,3.207610845E0,1.438522601E2,5.614258567E0,3.000000000E0
3.400511134E1,4.550007154E1,9.162098454E0,1.357256075E2,3.329807318E0,1.482390312E2,5.462981520E0,3.000000000E0
3.500510311E1,4.550005284E1,9.162137498E0,1.356665290E2,3.346204546E0,1.416589179E2,5.516069053E0,3.000000000E0
3.600509977E1,4.550002094E1,9.162142356E0,1.353758973E2,3.243000586E0,1.407819761E2,5.823569527E0,5.104719574E0
3.700509501E1,4.550000294E1,9.162169800E0,1.351520635E2,2.983985595E0,1.396679570E2,5.859510527E0,5.084125421E0
3.800508916E1,4.549997854E1,9.162198438E0,1.348479177E2,3.140781793E0,1.412323098E2,6.119508194E0,5.368750329E0
3.900508201E1,4.549995917E1,9.162230090E0,1.346494450E2,3.100352689E0,1.394871627E2,6.351013539E0,5.505031555E0
4.000507605E1,4.549993268E1,9.162255151E0,1.349041046E2,3.323206099E0,1.446556480E2,6.247902000E0,5.415713913E0
4.100507128E1,4.549991032E1,9.162281897E0,1.350986386E2,3.320545958E0,1.436895279E2,5.933128666E0,5.136962358E0
4.200506687E1,4.549989322E1,9.162306420E0,1.348310125E2,2.965911419E0,1.433083348E2,6.258651461E0,5.412562427E0
4.300506175E1,4.549987254E1,9.162332071E0,1.348621581E2,2.934370857E0,1.418750401E2,6.031050625E0,5.266312190E0
