"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778935706974000E9,"2026-05-16 14:48:26.974 UTC+02:00"
"PAUSE",3.000653116666945E1,1.778935736981000E9,"2026-05-16 14:48:56.981 UTC+02:00"
