"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778935012549000E9,"2026-05-16 14:36:52.549 UTC+02:00"
"PAUSE",3.000602750002872E1,1.778935042555000E9,"2026-05-16 14:37:22.555 UTC+02:00"
