"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778938420054000E9,"2026-05-16 15:33:40.054 UTC+02:00"
"PAUSE",3.000704129162477E1,1.778938450061000E9,"2026-05-16 15:34:10.061 UTC+02:00"
