"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778936263809000E9,"2026-05-16 14:57:43.809 UTC+02:00"
"PAUSE",3.000714074994903E1,1.778936293816000E9,"2026-05-16 14:58:13.816 UTC+02:00"
