Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
0.612747113,45.0810897,9.1998652,63.44256063,,,98.40000153,41.60250092
0.965416923,45.0810897,9.1998652,63.44256063,,,100.8639984,42.09530258
1.122747113,45.08266833,9.200956667,65.74028071,2.318823576,67.04000092,5.900000095,42.40000153
1.622747113,45.08275667,9.200916667,69.53992327,1.941017509,40.95000076,3.099999905,15.0
2.122747113,45.08275667,9.200916667,69.53992327,1.853000045,32.99000168,2.299999952,12.19999981
2.622747113,45.08275667,9.200916667,69.53992327,1.588432789,23.20999908,2.099999905,11.80000019
3.122747113,45.08275667,9.200916667,69.53992327,1.05878365,19.56999969,2.0,11.69999981
4.122747113,45.08275667,9.200916667,69.53992327,0.0,19.56999969,1.899999976,11.39999962
5.122747113,45.08279833,9.200871667,66.63969525,0.0,19.56999969,1.799999952,11.60000038
7.037747113,45.08281,9.200868333,66.93965248,0.6248728037,16.70999908,1.799999952,9.5
8.037747113,45.08282167,9.200871667,67.03962486,1.24820137,23.06999969,1.700000048,9.100000381
9.037747113,45.08281167,9.200918333,65.43976114,2.066609621,10.47999954,1.700000048,8.800000191
10.02774711,45.082825,9.200923333,65.13973228,2.716703892,10.88000011,1.700000048,8.5
11.02774711,45.08284167,9.200928333,65.03969337,2.967888355,3.829999924,1.700000048,8.600000381
12.02774711,45.08286,9.200928333,64.43963806,2.989506721,1.789999962,1.700000048,8.300000191
13.02774711,45.08288,9.200931667,63.9395853,2.785161972,7.150000095,1.700000048,8.300000191
14.02774711,45.0829,9.200941667,63.3395477,2.856708288,16.32999992,1.600000024,8.199999809
15.02774711,45.08292167,9.200951667,62.83950507,2.912812948,14.47000027,1.700000048,8.100000381
16.02774711,45.08294333,9.200961667,62.03946244,2.874723673,16.01000023,1.600000024,8.100000381
17.02774711,45.082965,9.200971667,61.53941981,2.836119413,13.43999958,1.700000048,8.100000381
18.02774711,45.08298833,9.200981667,61.43937215,2.862370253,12.72000027,1.700000048,8.100000381
19.02774711,45.08301333,9.200996667,61.03933083,2.945240498,22.78000069,1.600000024,8.0
20.02774711,45.08303667,9.201008333,60.73928696,2.759940624,17.07999992,1.700000048,8.0
21.02774711,45.08305833,9.201015,60.43923675,2.868032217,12.93000031,1.600000024,7.900000095
22.02774711,45.08308333,9.201023333,60.63918027,2.85773778,13.02000046,1.700000048,7.900000095
23.02774711,45.08311,9.201033333,60.83912255,2.883988619,15.59000015,1.600000024,7.800000191
24.02774711,45.08313833,9.201041667,60.63905602,2.89119482,19.77000046,1.600000024,7.900000095
25.02774711,45.08316167,9.201055,60.63901593,2.882444382,21.72999954,1.899999976,8.5
26.02774711,45.08319,9.20106,60.83894181,2.906121731,11.06999969,1.700000048,8.0
27.02774711,45.08321667,9.201068333,60.6388803,2.943696499,17.14999962,1.700000048,8.100000381
28.02774711,45.08324333,9.201078333,60.53882258,2.987962484,14.72000027,1.899999976,8.699999809
29.02774711,45.08327333,9.20109,60.53875859,3.014213324,10.51000023,2.0,9.399999619
30.02774711,45.0833,9.201101667,60.53870466,3.036861181,20.86000061,2.099999905,10.19999981
31.02774711,45.08332667,9.201113333,60.53865072,3.059508801,12.53999996,2.200000048,10.10000038
32.02774711,45.08335333,9.201126667,60.63860057,3.08318615,9.590000153,1.799999952,8.300000191
33.02774711,45.08338333,9.201135,60.738529,3.101716042,15.14999962,2.0,8.600000381
34.02774711,45.08341,9.201145,60.63847127,3.120246172,10.25,2.099999905,9.199999809
35.02774711,45.08343833,9.201153333,60.73840473,3.140835047,13.71000004,2.200000048,9.899999619
36.02774711,45.08346667,9.201163333,60.73834197,3.157306194,13.03999996,2.200000048,9.800000191
37.02774711,45.083495,9.201171667,60.73827543,3.167085886,12.47000027,2.200000048,9.800000191
38.02774711,45.08352667,9.20118,60.83819883,3.169659376,13.71000004,2.200000048,9.699999809
39.02774711,45.08355333,9.20119,60.9381411,3.15782094,15.53999996,2.200000048,9.800000191
40.02774711,45.08358,9.2012,61.13808336,3.170688868,14.93000031,2.200000048,9.699999809
41.02774711,45.08360667,9.201208333,61.23802185,3.166056395,10.38000011,2.200000048,9.699999809
42.02774711,45.08363333,9.201215,61.33795654,3.175836086,14.56000042,2.200000048,9.699999809
43.02774711,45.08366333,9.201225,61.23788875,3.185101032,11.31999969,2.200000048,9.600000381
44.02774711,45.08369,9.201235,61.13783101,3.171718359,13.97999954,2.200000048,9.5
45.02774711,45.08371667,9.201241667,61.23776571,3.180468559,8.81000042,2.200000048,9.5
46.02774711,45.083745,9.201251667,61.33770294,3.187674761,8.890000343,1.899999976,7.699999809
47.02774711,45.08377333,9.20126,61.33763639,3.180468559,12.03999996,2.0,8.100000381
48.02774711,45.08380167,9.201268333,61.33756984,3.175321341,10.68000031,2.099999905,8.800000191
49.02774711,45.08383,9.201278333,61.33750707,3.183042288,15.97000027,2.200000048,9.5
50.02774711,45.08385667,9.201286667,61.43744555,3.168115377,14.27000046,2.200000048,9.100000381
51.02774711,45.08388333,9.201295,61.53738402,3.182527542,14.65999985,2.200000048,9.0
52.02774711,45.083905,9.201301667,61.2373338,3.197969198,12.88000011,1.799999952,7.5
53.02774711,45.083935,9.201308333,61.33725843,3.184586287,6.639999866,2.0,7.900000095
54.02774711,45.08396667,9.201313333,61.63717424,3.205689907,7.010000229,2.099999905,8.600000381
55.02774711,45.08399667,9.201318333,61.83709508,3.219587564,8.369999886,2.099999905,9.0
56.02774711,45.08402667,9.201323333,62.13701592,3.19899869,8.680000305,2.200000048,8.899999619
57.02774711,45.08405667,9.201326667,62.43693297,3.173262596,6.460000038,2.200000048,9.0
58.02774711,45.08408167,9.201333333,62.63687269,3.117672443,13.10000038,2.200000048,9.199999809
59.02774711,45.08410167,9.201336667,62.33681991,3.108407497,6.079999924,1.799999952,7.599999905
60.02774711,45.08413167,9.201336667,62.43672939,3.134143591,1.730000019,1.799999952,7.5
61.02774711,45.08416167,9.201338333,62.33664266,3.147526503,3.559999943,2.0,8.0
62.02774711,45.08419333,9.20134,62.2365509,3.146497011,1.909999967,2.099999905,8.600000381
63.02774711,45.08422,9.201341667,62.33647422,3.090906858,3.279999971,2.099999905,8.899999619
64.02774711,45.08424,9.201343333,62.23641766,2.939063787,0.2599999905,2.200000048,8.699999809
65.02774711,45.08424667,9.201348333,61.8364089,2.66574645,358.3099976,1.799999952,7.400000095
66.02774711,45.08424833,9.201348333,61.63640387,2.373384237,9.239999771,1.600000024,7.5
67.02774711,45.08424667,9.201346667,61.83640512,2.08411026,10.53999996,1.5,6.699999809
68.02774711,45.08424667,9.201345,62.03640133,1.812851667,355.2099915,1.399999976,6.800000191
69.02774711,45.08424667,9.201345,62.23640133,1.509165525,125.7099991,1.399999976,6.5
70.02774711,45.08424667,9.201345,62.33640133,1.187978864,102.5899963,1.299999952,6.699999809
71.02774711,45.08424667,9.201345,62.43640133,0.8580419421,199.4499969,1.299999952,6.5
72.02774711,45.08424667,9.201343333,62.43639754,0.0,199.4499969,1.299999952,6.699999809
73.02774711,45.08424667,9.201341667,62.63639376,0.0,199.4499969,1.299999952,6.5
74.02774711,45.08424833,9.201341667,62.73638873,0.0,199.4499969,1.299999952,6.699999809
