"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.274166612E-4,9.264702702E-1,1.233958384E-1,7.601187390E-1,1.204721624E0
1.079741667E-2,1.202475806E0,8.809040880E-1,6.670111853E-1,1.633047457E0
2.076741669E-2,1.401821421E0,1.025500176E0,-7.368895054E-2,1.738442973E0
3.073741670E-2,5.866456281E-1,-1.144563813E0,1.076051402E0,1.676921594E0
4.070741666E-2,1.415959184E-1,-1.084551792E0,2.100145031E0,2.367891708E0
5.067741667E-2,8.855549634E-2,7.212309542E-1,-4.288020515E-1,8.437341789E-1
6.064741669E-2,-1.659359403E-2,8.700349912E-1,-1.114992104E0,1.414370399E0
7.061741670E-2,4.322750053E-1,7.780302224E-1,1.098996461E0,1.414208587E0
8.058741671E-2,2.293999014E-1,-8.303481844E-1,2.646145749E0,2.782838434E0
9.055841668E-2,2.967931183E-1,6.396774986E-1,1.347677958E-1,7.179385880E-1
1.005284167E-1,-1.924371296E-1,1.977962197E0,-1.660779399E0,2.589894730E0
1.104984167E-1,-1.175128086E-1,5.015984246E-1,-1.332255342E0,1.428395791E0
1.204684167E-1,-8.480183970E-2,4.929404524E-1,8.919167340E-2,5.080716448E-1
1.304384167E-1,-4.980231811E-1,1.070344227E0,-3.424492013E-1,1.229201086E0
1.404084167E-1,-1.997082519E-1,1.004473881E0,-6.086051023E-1,1.191323354E0
1.503784167E-1,8.390027945E-1,2.431406754E-1,-3.519556046E-1,9.417620850E-1
1.603484167E-1,1.283945062E0,-1.207440969E0,-8.704527748E-1,1.965735651E0
1.703184167E-1,1.187139582E0,-3.089066488E-1,-7.861990750E-2,1.229188674E0
1.802884167E-1,1.534734187E0,4.287877259E-1,4.002155989E-1,1.642997403E0
1.902584167E-1,1.548656408E0,7.473253235E-1,-9.326577938E-1,1.956190780E0
2.002284167E-1,1.686856227E0,2.218448237E-1,-1.573786279E0,2.317650169E0
2.101984167E-1,1.701402345E0,-1.180672416E0,-1.461681122E0,2.534811432E0
2.201694167E-1,1.220251488E0,-9.208563584E-1,-2.198038530E-1,1.544442896E0
2.301394167E-1,1.136234746E0,1.298480947E0,3.346747434E-1,1.757580540E0
2.401094167E-1,1.244339531E0,1.358619853E0,-7.392137736E-1,1.985111024E0
2.500794167E-1,3.533571091E-1,2.280171445E-1,-1.516181265E0,1.573422604E0
2.600494167E-1,7.779623216E-1,-7.219060153E-1,-1.444323662E0,1.792329353E0
2.700194167E-1,9.055308062E-1,-2.187337541E0,1.210630918E-1,2.370461523E0
2.799894167E-1,6.012419594E-1,3.470655781E-1,-3.047709131E-1,7.581765749E-1
2.899594167E-1,4.519238791E-1,2.907452554E0,-1.767910915E0,3.432641046E0
2.999294167E-1,1.075265682E-1,1.414803117E0,-8.884008032E-1,1.674062666E0
3.098994167E-1,3.852404411E-1,-5.701710615E-1,8.830862689E-1,1.119529631E0
3.198694167E-1,1.036088168E0,1.971698660E-1,5.736510319E-1,1.200595750E0
3.298394167E-1,8.821260099E-1,1.059302053E-1,-1.729629779E-1,9.051429155E-1
3.398094167E-1,6.038679440E-1,-7.779211718E-1,8.198509705E-1,1.281395121E0
3.497794167E-1,6.105467068E-1,-9.036450791E-1,2.593517885E0,2.813481247E0
3.597504167E-1,3.797401115E-4,1.420461175E0,1.409593540E0,2.001165671E0
3.697204167E-1,4.943985653E-1,1.982848715E0,1.292180865E0,2.417819339E0
3.796904167E-1,1.215187360E-1,2.087945985E0,1.415863509E0,2.525659263E0
3.896604167E-1,2.410463124E-1,3.603367111E-1,1.386463124E0,1.452661648E0
3.996304167E-1,-6.331281055E-2,-3.504563785E-1,-1.290093994E0,1.338346255E0
4.096004167E-1,-1.768018211E-1,1.685006753E-1,-2.160429239E0,2.174190852E0
4.195704167E-1,-3.643330637E-2,5.533293262E-1,-1.156643575E0,1.282702261E0
4.295404167E-1,1.689320171E-1,3.193509454E-1,-1.203286815E0,1.256352742E0
4.395104167E-1,-1.330634421E-1,1.775566090E0,-2.277036168E0,2.890542255E0
4.494804167E-1,-1.280108996E-1,7.451864120E-1,-1.192795740E0,1.412250423E0
4.594504167E-1,2.196419217E-1,-7.977809474E-1,5.792982727E-1,1.010090839E0
4.694204167E-1,3.510484456E-1,-1.219058217E0,2.927595627E-1,1.301939365E0
4.793904167E-1,3.801048316E-2,-1.053743105E0,-3.716800171E-1,1.118018499E0
4.893614167E-1,7.222521704E-1,1.791751183E0,-5.541037899E-1,2.009739164E0
4.993314167E-1,9.194750268E-1,2.871449201E0,7.156582654E-2,3.015920507E0
5.093014167E-1,6.985800833E-1,-4.607398358E-1,6.505278844E-1,1.059944271E0
5.192714167E-1,7.973751506E-1,-1.761021726E0,-3.627144814E-1,1.966867165E0
5.292414167E-1,-3.277104172E-1,-1.096030753E0,-1.926672760E0,2.240702000E0
5.392114167E-1,-8.954140998E-2,1.354377113E0,-1.238440275E0,1.837413765E0
5.491814167E-1,1.000887199E0,2.772954315E-1,8.262074786E-1,1.327134786E0
5.591514167E-1,7.220135310E-1,-1.698303029E0,2.094305416E0,2.791353058E0
5.691214167E-1,7.924091835E-1,-1.473068282E0,5.072184759E-1,1.747888171E0
5.790914167E-1,2.568336120E-1,2.191132969E-1,2.877730572E-1,4.436073416E-1
5.890614167E-1,-6.327962760E-2,1.168153819E-1,1.421513674E0,1.427708398E0
5.990314167E-1,1.849546670E-1,5.062373132E-2,1.660801034E0,1.671834641E0
6.090014167E-1,2.943020217E-1,-3.885620981E-1,6.530953968E-1,8.149403545E-1
6.189724167E-1,8.529614870E-2,-5.924527538E-1,-5.785188389E-1,8.324420373E-1
6.289424167E-1,3.689027724E-1,1.057506958E0,-1.748943132E-1,1.133577629E0
6.389124167E-1,2.124727968E-1,1.073833846E0,7.937010527E-3,1.094681147E0
6.488824167E-1,5.792891365E-1,2.192097759E-1,-5.212412685E-1,8.095191718E-1
6.588524167E-1,5.205119380E-1,3.783762485E-2,-1.448885075E0,1.540010495E0
6.688224167E-1,1.036077643E-1,5.567923397E-1,-1.485776328E0,1.590057727E0
6.787924167E-1,4.167129332E-1,7.801676720E-2,4.010377175E-1,5.835816442E-1
6.887624167E-1,3.821129847E-2,-3.028615049E-1,8.848293239E-1,9.360064780E-1
6.987324167E-1,1.700719317E-1,-4.529721022E-2,-5.247846812E-1,5.535117531E-1
7.087024167E-1,9.444799136E-2,4.300498474E-1,-1.245619487E0,1.321147683E0
7.186724167E-1,4.491407141E-2,-5.834322542E-2,3.162244391E-1,3.246830788E-1
7.286424167E-1,-1.018117189E-1,1.536983319E0,-1.269535183E0,1.996096924E0
7.386134167E-1,-1.402853016E-2,1.097055185E0,-2.200063421E0,2.458456007E0
7.485834167E-1,-1.825545677E-1,-7.787365660E-1,2.252788349E0,2.390567329E0
7.585534167E-1,5.672359054E-1,-1.224620381E-1,2.258680589E0,2.332035918E0
7.685234167E-1,6.411843992E-1,8.373665974E-1,-2.721118748E-2,1.055007441E0
7.784934167E-1,9.766307558E-1,5.806524879E-1,6.213660657E-1,1.295013796E0
7.884634167E-1,1.021718782E0,5.081815124E-3,1.527114973E0,1.837393598E0
7.984334167E-1,5.769581805E-1,5.328681645E-1,9.919158161E-1,1.265198091E0
8.084034167E-1,1.043379061E0,1.590461661E0,-1.310667422E0,2.309990747E0
8.183734167E-1,1.772152558E-1,3.055690581E-1,-2.498181372E0,2.523031483E0
8.283434167E-1,-3.730139863E-1,5.942712379E-1,-1.757673025E0,1.892541202E0
8.383134167E-1,-1.927059554E-3,3.101956674E-1,-2.157435465E-1,3.778496308E-1
8.482836667E-1,-3.301401546E-1,-4.804893914E-1,1.361461599E0,1.481026760E0
8.582536667E-1,4.051700179E-2,-2.840898961E-1,3.278966510E-1,4.357349082E-1
8.682246667E-1,-8.081480607E-2,-2.219600138E-1,-7.794829631E-1,8.144881646E-1
8.781946667E-1,3.118992537E-2,-1.664506415E-1,1.280394047E-1,2.123033600E-1
8.881646667E-1,3.963966728E-1,-8.404311231E-1,1.079243397E0,1.424156278E0
8.981346667E-1,7.509520590E-2,-1.084140733E0,2.430860624E0,2.662721126E0
9.081046667E-1,-6.194962724E-1,-9.596184281E-1,4.787776190E-1,1.238495526E0
9.180746667E-1,-4.266642730E-1,-6.778466606E-1,-4.075883532E-1,8.986916951E-1
9.280446667E-1,-2.020041429E-1,-2.673914176E-1,8.493987054E-1,9.131166435E-1
9.380146667E-1,5.239475061E-1,-9.205713066E-1,8.886557418E-1,1.382635725E0
9.479846667E-1,3.758050816E-1,-8.922456399E-1,4.831057280E-1,1.081999485E0
9.579546667E-1,1.172399410E0,-8.926926595E-1,-6.894451976E-1,1.626885134E0
9.679246667E-1,1.179547777E0,-5.309078854E-1,-8.976493442E-1,1.574474670E0
9.778946667E-1,7.180391054E-1,1.814774010E-1,-8.964033026E-1,1.162778175E0
9.878656667E-1,7.993687588E-1,-2.463306239E-1,-7.625061572E-1,1.131850179E0
9.978356667E-1,-7.303402584E-2,1.147273412E-1,-4.353848469E-1,4.561318852E-1
1.007805667E0,1.345290832E-1,9.594816032E-1,-6.769286478E-1,1.181920224E0
1.017775667E0,-2.272302737E-1,4.590532064E-1,-1.212814268E0,1.316541641E0
1.027745667E0,-2.006470955E-1,-6.200475186E-2,-5.068191111E-1,5.486068333E-1
1.037715667E0,3.860912110E-1,1.066670129E0,-1.149478982E0,1.614977869E0
1.047685667E0,7.557403805E-2,1.465248508E0,-1.077974551E0,1.820630044E0
1.057655667E0,4.578226599E-1,6.233789697E-1,-5.806302685E-1,9.671268978E-1
1.067625667E0,-1.801135196E-1,-1.963761064E-1,3.329275954E-1,4.264331588E-1
1.077595667E0,-4.901715765E-1,4.023740986E-1,4.991896641E-1,8.070708831E-1
1.087565667E0,4.603812553E-2,1.309676903E0,-1.412256362E0,1.926613903E0
1.097535667E0,-1.072482554E0,1.450264433E-1,7.573804879E-1,1.320937811E0
1.107505667E0,-4.063314942E-1,-1.037020945E0,2.095245649E0,2.372882646E0
1.117476667E0,-4.679484294E-1,8.388883352E-2,5.060887939E-1,6.943622515E-1
1.127446667E0,-5.556702225E-1,8.249202141E-1,8.402068824E-1,1.302002443E0
1.137416667E0,-1.891356089E-1,1.369026142E-1,2.369668928E0,2.381143723E0
1.147386667E0,-5.848251706E-1,-9.300639689E-2,1.369474039E0,1.492022055E0
1.157356667E0,6.400716741E-2,5.659724683E-2,6.336265075E-1,6.393611787E-1
1.167326667E0,2.862577513E-1,8.108722785E-1,4.692641991E-1,9.796255615E-1
1.177296667E0,-2.387200525E-1,7.561072567E-1,1.061271395E0,1.324757495E0
1.187266667E0,6.171761703E-2,7.780889869E-2,7.785380530E-1,7.848469844E-1
1.197236667E0,3.055019430E-1,-6.818701297E-2,-5.574934208E-1,6.393589134E-1
1.207206667E0,-2.683301150E-1,6.821075267E-1,-1.428553721E0,1.605626813E0
1.217176667E0,-1.207515265E-1,1.602879685E-1,3.722384262E-1,4.228884131E-1
1.227146667E0,-1.246377724E0,1.752308205E-1,8.705510080E-1,1.530366730E0
1.237117667E0,-8.393452220E-1,2.579545963E-1,-3.288228500E-1,9.376382256E-1
1.247087667E0,-6.461758018E-1,8.780500621E-2,-1.232902962E0,1.394741051E0
1.257057667E0,-2.949381987E-1,-9.985383725E-1,5.873194832E-1,1.195412731E0
1.267027667E0,3.181403159E-1,-6.575287557E-1,7.919053727E-1,1.077344627E0
1.276997667E0,-5.016777640E-2,2.330086201E-2,-3.539173454E-1,3.582139352E-1
