"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.546000008E-3,-1.325968708E0,7.554263484E-1,4.375734597E-1,1.587555516E0
1.751599996E-2,-1.600433649E0,6.473288727E-1,3.465270495E-1,1.760824673E0
2.748699998E-2,-1.355392921E0,5.407174668E-1,-3.159835339E-1,1.493087721E0
3.745800001E-2,-6.743982652E-1,6.262443978E-1,-6.302889168E-1,1.115463663E0
4.742800002E-2,9.475807652E-2,6.524115649E-1,-6.008856082E-1,8.920109064E-1
5.739899998E-2,3.147250669E-1,9.727214536E-1,-3.199491155E-1,1.071263894E0
6.737000000E-2,7.090728387E-1,5.816126007E-1,6.118175626E-2,9.191304125E-1
7.734000002E-2,5.979948179E-1,7.190502352E-1,-3.855841112E-1,1.011585958E0
8.731099998E-2,-1.471690093E-1,4.942671856E-1,-8.252958977E-1,9.731762877E-1
9.728200000E-2,-4.789724044E-1,4.824689662E-1,-4.452976316E-1,8.126997282E-1
1.072520000E-1,-1.164270099E0,6.628672636E-1,-6.120350790E-1,1.472923898E0
1.172230000E-1,-1.627902552E0,1.301114826E0,-5.623413473E-1,2.158516690E0
1.271940000E-1,-1.587915929E0,5.640557510E-1,3.131926578E-1,1.713979443E0
1.371640000E-1,-1.260782340E0,3.568739900E-1,7.436944950E-1,1.506656117E0
1.471350000E-1,-1.154059837E0,7.942761263E-1,7.242296988E-1,1.577097755E0
1.571060000E-1,-8.224965432E-1,7.530415615E-1,6.813076276E-1,1.306809948E0
1.670760000E-1,-9.018001364E-1,1.024154147E0,1.214583635E-1,1.369995379E0
1.770470000E-1,-6.539621734E-1,1.318182556E0,-2.404585576E-1,1.491003720E0
1.870180000E-1,-5.442732317E-1,1.303650763E0,-7.724066627E-1,1.610077860E0
1.969880000E-1,-7.441907043E-1,1.116714402E0,-1.111807126E0,1.742695023E0
2.069590000E-1,-4.325555255E-1,6.927488744E-1,-7.104448879E-1,1.082468117E0
2.169300000E-1,2.106017974E-1,4.051097184E-2,-1.454518282E-1,2.591341163E-1
2.269000000E-1,3.657035049E-1,2.450158775E-1,8.307197750E-2,4.479651629E-1
2.368710000E-1,4.547193964E-1,9.118060380E-2,4.262181669E-1,6.298774149E-1
2.468420000E-1,2.011506504E-1,1.476685077E-1,-8.042669713E-2,2.621755632E-1
2.568120000E-1,-1.449743300E-1,6.746546656E-2,-5.007894623E-1,5.256988027E-1
2.667830000E-1,-2.445604525E-1,-8.208438277E-2,-8.711117560E-1,9.085061102E-1
2.767537500E-1,-7.263770887E-1,-6.665416539E-1,-1.678766604E0,1.946833008E0
2.867237500E-1,-1.111069865E0,-1.087812199E0,-2.178324058E0,2.676360837E0
2.966947500E-1,-1.155962082E0,-1.842666690E0,-1.812092476E0,2.831138995E0
3.066657500E-1,-1.433159427E0,-1.991983235E0,-1.874913207E0,3.088242654E0
3.166357500E-1,-1.488978556E0,-1.993941176E0,-1.017143043E0,2.688389578E0
3.266067500E-1,-1.049855876E0,-2.594260773E0,2.050876976E0,3.469651667E0
3.365777500E-1,-1.215574007E0,-1.898598231E0,4.221955749E0,4.786147277E0
3.465477500E-1,-1.442684980E0,4.164679348E-1,3.960459495E0,4.235566656E0
3.565187500E-1,-1.865934515E0,1.197246056E0,2.303697132E0,3.197206627E0
3.664897500E-1,-1.926716614E0,5.661911541E-1,9.121644723E-1,2.205641258E0
3.764597500E-1,-1.816826382E0,9.620552552E-1,9.936173558E-2,2.058222819E0
3.864307500E-1,-1.576579202E0,1.515394229E0,2.099091947E-2,2.186884146E0
3.964017500E-1,-1.874552142E0,1.838965403E0,-3.047264743E-1,2.643595602E0
4.063717500E-1,-1.852853271E0,1.908647841E0,-1.494421436E0,3.051114100E0
4.163427500E-1,-1.111758959E0,1.093710578E0,-1.782934166E0,2.368768679E0
4.263137500E-1,-7.578038994E-1,7.984805667E-1,-1.689721947E0,2.016680001E0
4.362837500E-1,-2.049098253E-1,5.701769087E-1,2.277279997E-1,6.472633046E-1
4.462547500E-1,1.244892678E-1,3.077576709E-1,3.704539145E0,3.719384712E0
4.562257500E-1,-1.050415747E-2,1.313427892E-1,4.560734653E0,4.562637597E0
4.661957500E-1,1.024447531E-1,1.068338340E0,3.362495740E0,3.529620282E0
4.761667500E-1,-2.754951469E-1,1.177473696E0,7.951979399E-1,1.447301505E0
4.861377500E-1,-8.921897990E-1,9.219176280E-1,-1.095657701E0,1.687127899E0
4.961077500E-1,-6.610973114E-1,-1.616790211E-1,-2.189812667E0,2.293135251E0
5.060787500E-1,-5.738746148E-1,-2.687663904E-1,-2.933598964E0,3.001261456E0
