"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778935280705000E9,"2026-05-16 14:41:20.705 UTC+02:00"
"PAUSE",3.000684520829236E1,1.778935310731000E9,"2026-05-16 14:41:50.731 UTC+02:00"
