"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.924798965E-2,4.549979863E1,9.162410005E0,1.398664557E2,NaN,NaN,2.870608194E1,5.773697627E0
5.199829340E-1,4.549986639E1,9.162357127E0,1.338296786E2,NaN,NaN,2.170914983E1,3.000000000E1
6.118241549E-1,4.549989184E1,9.162301440E0,1.422316475E2,1.700000018E-1,1.360546875E2,1.400000000E1,8.000000000E0
2.305821657E0,4.549990211E1,9.162401687E0,1.327723618E2,0.000000000E0,1.360546875E2,5.188100012E0,4.000000000E0
3.305819273E0,4.549990161E1,9.162397664E0,1.343117905E2,2.199999988E-1,3.195703125E2,4.382475296E0,4.000000000E0
4.305816889E0,4.549991037E1,9.162378469E0,1.353968124E2,9.700000286E-1,3.213281250E2,3.769832110E0,3.000000000E0
5.305814385E0,4.549992294E1,9.162352905E0,1.357100449E2,2.200000048E0,3.171093750E2,3.535533906E0,3.000000000E0
6.306071758E0,4.549993719E1,9.162326083E0,1.359667587E2,2.730000019E0,3.244921875E2,3.535533906E0,3.000000000E0
7.306066513E0,4.549995328E1,9.162297919E0,1.357937851E2,2.650000095E0,3.227343750E2,3.535533906E0,3.000000000E0
8.306058645E0,4.549996980E1,9.162272606E0,1.356565781E2,2.650000095E0,3.251953125E2,3.535533906E0,3.000000000E0
9.306059361E0,4.549998709E1,9.162249499E0,1.358404160E2,2.750000000E0,3.251953125E2,3.463850425E0,3.000000000E0
1.030605423E1,4.550000962E1,9.162226336E0,1.359157333E2,3.190000057E0,3.308203125E2,3.480449848E0,3.000000000E0
1.130604577E1,4.550003172E1,9.162202591E0,1.361548691E2,2.789999962E0,3.276562500E2,3.502916887E0,3.000000000E0
1.230604422E1,4.550005266E1,9.162178721E0,1.361319199E2,2.880000114E0,3.283593750E2,3.510689243E0,3.000000000E0
1.330603874E1,4.550007486E1,9.162159260E0,1.361319206E2,2.880000114E0,3.283593612E2,2.965046839E0,4.029364438E0
1.430602860E1,4.550009432E1,9.162134654E0,1.360034415E2,2.789999962E0,3.202734212E2,3.084835061E0,4.029364438E0
1.530602217E1,4.550011239E1,9.162108815E0,1.357592399E2,2.869999886E0,3.181640450E2,3.372638062E0,4.029364438E0
1.630601716E1,4.550012970E1,9.162081280E0,1.354447868E2,2.869999886E0,3.157031067E2,3.720944377E0,4.029364438E0
1.730600810E1,4.550014881E1,9.162059194E0,1.353774039E2,2.799999952E0,3.251952979E2,4.032839612E0,4.029364438E0
1.830600381E1,4.550016891E1,9.162035282E0,1.356711661E2,2.799999952E0,3.248437353E2,4.163663810E0,4.029364438E0
1.930599344E1,4.550019135E1,9.162008627E0,1.356482780E2,3.000000000E0,3.241406090E2,4.305254908E0,4.029364438E0
2.030598402E1,4.550021691E1,9.161976477E0,1.357691887E2,3.029999971E0,3.209765451E2,4.197732101E0,4.029364438E0
2.130597770E1,4.550023219E1,9.161945120E0,1.354992913E2,3.140000105E0,3.206249818E2,4.748651530E0,4.029364438E0
2.230597055E1,4.550025381E1,9.161919393E0,1.354098747E2,3.029999971E0,3.213281077E2,4.748651530E0,4.029364438E0
2.330596459E1,4.550027579E1,9.161895431E0,1.354274529E2,3.019999981E0,3.230859209E2,4.748651530E0,4.029364438E0
2.430595839E1,4.550029740E1,9.161870515E0,1.352181023E2,3.019999981E0,3.227343583E2,4.748651530E0,4.029364438E0
2.530595517E1,4.550031666E1,9.161842199E0,1.350822380E2,3.019999981E0,3.195702946E2,4.748651530E0,4.029364438E0
2.630594671E1,4.550033389E1,9.161810123E0,1.352390374E2,3.099999905E0,3.146484174E2,4.748651530E0,4.029364438E0
2.730594194E1,4.550035125E1,9.161784787E0,1.348679436E2,3.019999981E0,3.160546684E2,4.748651530E0,4.029364438E0
2.830593586E1,4.550037176E1,9.161762885E0,1.347169426E2,3.029999971E0,3.209765451E2,4.748651530E0,4.029364438E0
2.930593038E1,4.550039409E1,9.161741278E0,1.343610466E2,3.029999971E0,3.251952967E2,4.748651530E0,4.029364438E0
3.030592525E1,4.550041133E1,9.161716077E0,1.344093254E2,2.890000105E0,3.213281085E2,4.748651530E0,4.029364438E0
3.130592048E1,4.550042769E1,9.161682144E0,1.344244011E2,3.079999924E0,3.142968549E2,4.748651530E0,4.029364438E0
3.230591667E1,4.550044572E1,9.161654031E0,1.344112175E2,3.009999990E0,3.149999806E2,4.748651530E0,4.029364438E0
3.330591118E1,4.550044787E1,9.161612373E0,1.347717276E2,3.174520554E0,3.216667306E2,3.661011352E0,3.000000000E0
3.430590653E1,4.550047538E1,9.161590229E0,1.346165269E2,3.071756159E0,3.274027947E2,4.467791784E0,3.000000000E0
3.530590200E1,4.550050141E1,9.161576692E0,1.348255674E2,3.215101263E0,3.321216126E2,3.954298737E0,3.000000000E0
3.630589736E1,4.550053331E1,9.161552359E0,1.349490067E2,3.190784103E0,3.228790885E2,4.184757593E0,3.774002014E0
3.730589318E1,4.550055459E1,9.161523887E0,1.346125717E2,3.220491331E0,3.201629975E2,4.258190340E0,3.901177019E0
3.830588889E1,4.550057319E1,9.161495793E0,1.345147078E2,3.170865730E0,3.180472656E2,4.147281829E0,3.805727989E0
3.930588543E1,4.550059691E1,9.161484466E0,1.339031085E2,2.941815190E0,3.289583660E2,4.117136989E0,3.805149357E0
4.030588090E1,4.550063314E1,9.161423594E0,1.338978175E2,4.562900292E0,3.169846103E2,4.320994530E0,4.084910593E0
4.130587733E1,4.550064635E1,9.161419290E0,1.341500125E2,3.157398200E0,3.219352044E2,4.641316566E0,4.336699432E0
4.230587363E1,4.550065980E1,9.161397698E0,1.338787327E2,2.688145468E0,3.185793024E2,4.720820507E0,4.351344038E0
4.322243773E1,4.550068170E1,9.161370770E0,1.337787337E2,2.981139496E0,3.192287671E2,4.660176520E0,4.304737211E0
