"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779270810967266E9,"2026-05-20 11:53:30.967 UTC+02:00"
"PAUSE",4.140703604137525E1,1.779270852374257E9,"2026-05-20 11:54:12.374 UTC+02:00"
