"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.640698433E-2,4.550076363E1,9.161366482E0,1.372078801E2,NaN,NaN,1.136277114E2,5.936560546E0
4.798369408E-1,4.550083808E1,9.161383110E0,1.333439777E2,NaN,NaN,3.774480236E1,3.000000000E1
6.505447626E-1,4.550065989E1,9.161458758E0,1.335281601E2,2.599999905E-1,3.266015625E2,1.312987736E1,1.600000000E1
1.925542712E0,4.550065516E1,9.161472428E0,1.328097115E2,0.000000000E0,3.266015625E2,7.312257641E0,4.000000000E0
2.925542116E0,4.550065906E1,9.161454783E0,1.321762886E2,0.000000000E0,3.266015625E2,6.728003411E0,4.000000000E0
3.925539970E0,4.550065405E1,9.161447555E0,1.319981880E2,0.000000000E0,1.297265625E2,5.555944506E0,4.000000000E0
4.925538778E0,4.550064879E1,9.161443766E0,1.320367622E2,9.700000286E-1,1.300781250E2,4.490284114E0,4.000000000E0
5.925536871E0,4.550064113E1,9.161449499E0,1.320614815E2,1.850000024E0,1.300781250E2,4.239592474E0,4.000000000E0
6.925806761E0,4.550063206E1,9.161461116E0,1.323855171E2,1.820000052E0,1.300781250E2,3.896390162E0,4.000000000E0
7.925808191E0,4.550061735E1,9.161480880E0,1.323156929E2,1.850000024E0,1.314843750E2,3.545793407E0,3.000000000E0
8.925805211E0,4.550059921E1,9.161502863E0,1.319366035E2,2.660000086E0,1.350000000E2,3.543287175E0,3.000000000E0
9.925809264E0,4.550057810E1,9.161523870E0,1.317608833E2,3.170000076E0,1.399218750E2,3.541393584E0,3.000000000E0
1.092581165E1,4.550055813E1,9.161541398E0,1.316109200E2,2.660000086E0,1.430859375E2,3.540103625E0,3.000000000E0
1.192580771E1,4.550053820E1,9.161558595E0,1.322957954E2,2.980000019E0,1.441406250E2,3.539097778E0,3.000000000E0
1.292581272E1,4.550051614E1,9.161579321E0,1.326725655E2,3.019999981E0,1.434375000E2,3.538188742E0,3.000000000E0
1.392581379E1,4.550049410E1,9.161602569E0,1.326725662E2,3.019999981E0,1.434375164E2,2.949539036E0,4.029364438E0
1.492581034E1,4.550047405E1,9.161625804E0,1.328761185E2,3.019999981E0,1.420312670E2,3.058795277E0,4.029364438E0
1.592581189E1,4.550045292E1,9.161648729E0,1.322851151E2,3.019999981E0,1.416797046E2,3.268914354E0,4.029364438E0
1.692581320E1,4.550043251E1,9.161670444E0,1.322481887E2,2.839999914E0,1.423828283E2,3.455830960E0,4.029364438E0
1.792580903E1,4.550041313E1,9.161693406E0,1.321825149E2,2.849999905E0,1.402734541E2,3.698435192E0,4.029364438E0
1.892581177E1,4.550039063E1,9.161719945E0,1.324659013E2,3.200000048E0,1.406250185E2,3.966334520E0,4.029364438E0
1.992581320E1,4.550037124E1,9.161743177E0,1.325879104E2,2.849999905E0,1.399218917E2,4.088931712E0,4.029364438E0
2.092581093E1,4.550035167E1,9.161761383E0,1.329449660E2,2.779999971E0,1.430859527E2,4.748651530E0,4.029364438E0
2.192580724E1,4.550033224E1,9.161783952E0,1.329106032E2,2.769999981E0,1.420312656E2,4.748651530E0,4.029364438E0
2.292580366E1,4.550030631E1,9.161812143E0,1.328181352E2,3.240000010E0,1.427343929E2,4.748651530E0,4.029364438E0
2.392580068E1,4.550028455E1,9.161837473E0,1.329767656E2,3.240000010E0,1.416797058E2,4.748651530E0,4.029364438E0
2.492579806E1,4.550026397E1,9.161864089E0,1.331716508E2,3.190000057E0,1.402734561E2,4.748651530E0,4.029364438E0
2.592579460E1,4.550024434E1,9.161887279E0,1.333627517E2,2.920000076E0,1.402734545E2,4.748651530E0,4.029364438E0
2.692579162E1,4.550022415E1,9.161913116E0,1.333419387E2,2.940000057E0,1.392187675E2,4.748651530E0,4.029364438E0
2.792578864E1,4.550020600E1,9.161935672E0,1.330338332E2,2.769999981E0,1.399218913E2,4.748651530E0,4.029364438E0
2.892578590E1,4.550018545E1,9.161964355E0,1.324944656E2,2.990000010E0,1.381640807E2,4.748651530E0,4.029364438E0
2.992578304E1,4.550016555E1,9.161990145E0,1.329837234E2,2.990000010E0,1.392187678E2,4.748651530E0,4.029364438E0
3.092578030E1,4.550014305E1,9.162017599E0,1.333830765E2,3.009999990E0,1.402734551E2,4.748651530E0,4.029364438E0
3.192577732E1,4.550011900E1,9.162045032E0,1.337025345E2,3.130000114E0,1.420312676E2,4.748651530E0,4.029364438E0
3.292577529E1,4.550009787E1,9.162070385E0,1.337992142E2,3.099999905E0,1.416797050E2,4.748651530E0,4.029364438E0
3.392577267E1,4.550006077E1,9.162132495E0,1.357613147E2,3.335427038E0,1.442057745E2,8.536263715E0,4.113688029E0
3.492576945E1,4.550004117E1,9.162163508E0,1.353572571E2,3.238245374E0,1.415028771E2,6.345709135E0,3.000000000E0
3.592576730E1,4.550001624E1,9.162188522E0,1.353311541E2,3.398803759E0,1.464222347E2,6.861533682E0,3.277703643E0
3.692576540E1,4.549997141E1,9.162184446E0,1.351033413E2,3.523631115E0,1.460419250E2,6.449141226E0,5.640840183E0
3.792576146E1,4.549995573E1,9.162218777E0,1.349419805E2,3.317130994E0,1.365747534E2,6.005826872E0,5.334397222E0
3.892575908E1,4.549993752E1,9.162250566E0,1.344128669E2,3.225769107E0,1.336860664E2,5.938802259E0,5.196704844E0
3.992575622E1,4.549991450E1,9.162268477E0,1.347715247E2,3.006113641E0,1.449083632E2,5.956493161E0,5.135557023E0
4.092575395E1,4.549989078E1,9.162307927E0,1.346036062E2,3.419204804E0,1.408131824E2,6.237779857E0,5.331848175E0
