"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.222896576E-2,4.550107624E1,9.157174081E0,1.318128242E2,0.000000000E0,9.878906250E1,4.422320994E0,4.000000000E0
1.787805557E-2,4.550106391E1,9.156532147E0,1.333159999E2,NaN,NaN,3.766495174E1,3.000000000E1
6.662404537E-2,4.550106373E1,9.156534951E0,1.333155117E2,NaN,NaN,3.765414607E1,3.000000000E1
5.894956589E-1,4.550103901E1,9.157209587E0,1.278578072E2,2.700000107E-1,3.434765625E2,1.318108169E1,2.400000000E1
2.242491722E0,4.550101939E1,9.157270135E0,1.320750313E2,0.000000000E0,3.434765625E2,6.436531393E0,4.000000000E0
3.242487788E0,4.550100588E1,9.157270843E0,1.325567818E2,0.000000000E0,3.434765625E2,5.460602689E0,4.000000000E0
4.242483258E0,4.550099866E1,9.157268697E0,1.330074043E2,0.000000000E0,3.434765625E2,4.792329746E0,4.000000000E0
5.242480040E0,4.550100145E1,9.157265414E0,1.327824898E2,4.799999893E-1,6.855468750E1,4.875877582E0,4.000000000E0
6.242186666E0,4.550101555E1,9.157257687E0,1.328980904E2,1.549999952E0,5.835937500E1,4.172112622E0,4.000000000E0
7.242177248E0,4.550102879E1,9.157261591E0,1.330250435E2,1.070000052E0,6.222656250E1,4.110359905E0,4.000000000E0
8.242173195E0,4.550104342E1,9.157270064E0,1.329245796E2,1.549999952E0,6.117187500E1,4.412798497E0,4.000000000E0
9.242163777E0,4.550105941E1,9.157287755E0,1.330638008E2,1.830000043E0,6.433593750E1,3.887969812E0,4.000000000E0
1.024216318E1,4.550106951E1,9.157308156E0,1.323628120E2,1.590000033E0,6.609375000E1,3.067720191E0,4.000000000E0
1.224216366E1,4.550108852E1,9.157329446E0,1.326837349E2,1.950000048E0,6.996093750E1,4.156099861E0,4.000000000E0
1.324215829E1,4.550109876E1,9.157359974E0,1.326837352E2,1.950000048E0,6.996095422E1,3.269410843E0,4.665573633E0
1.424215949E1,4.550110640E1,9.157385064E0,1.327775463E2,1.990000010E0,7.558595509E1,3.578918706E0,4.408232928E0
1.524215949E1,4.550111647E1,9.157412874E0,1.328609204E2,2.220000029E0,6.996095653E1,3.857322527E0,4.848913628E0
1.624215901E1,4.550112488E1,9.157441761E0,1.327634473E2,2.309999943E0,7.136720748E1,4.006962713E0,4.643434073E0
1.724216247E1,4.550113348E1,9.157471251E0,1.327206006E2,2.309999943E0,7.242189510E1,4.162519296E0,4.987888485E0
1.824216509E1,4.550114277E1,9.157500473E0,1.327951245E2,2.299999952E0,7.312502009E1,4.269673383E0,3.926227543E0
1.924216568E1,4.550115376E1,9.157527305E0,1.330047192E2,2.220000029E0,6.855470636E1,4.333552049E0,5.184670823E0
2.024215627E1,4.550116231E1,9.157556502E0,1.333112378E2,2.240000010E0,7.488283223E1,4.392626349E0,3.923266733E0
2.124213541E1,4.550117263E1,9.157585947E0,1.335207715E2,2.250000000E0,7.382814472E1,4.446014463E0,4.749320359E0
2.224211597E1,4.550118392E1,9.157615044E0,1.334934277E2,2.250000000E0,7.242189457E1,4.513349031E0,3.857402126E0
2.324209750E1,4.550119586E1,9.157646499E0,1.334176221E2,2.339999914E0,6.996095756E1,4.547678156E0,5.087947621E0
2.424207973E1,4.550120537E1,9.157678028E0,1.333806958E2,2.339999914E0,7.031252011E1,4.573041353E0,4.909586221E0
2.524206281E1,4.550120712E1,9.157689846E0,1.333908158E2,2.319999933E0,7.664064560E1,1.438631352E1,5.394256105E0
2.624204612E1,4.550121649E1,9.157743062E0,1.333752639E2,2.849999905E0,7.664065030E1,4.623848057E0,3.887167743E0
2.724203169E1,4.550122524E1,9.157782828E0,1.333839308E2,2.559999943E0,7.523439759E1,4.654010816E0,4.674522491E0
2.824201751E1,4.550123203E1,9.157815047E0,1.333816725E2,2.559999943E0,7.101564709E1,4.691205993E0,1.482164751E1
2.924200368E1,4.550123977E1,9.157846264E0,1.334412427E2,2.480000019E0,7.523439688E1,4.832708237E0,4.000000000E0
3.024199104E1,4.550124555E1,9.157877027E0,1.334194532E2,2.529999971E0,7.347658464E1,5.034730588E0,3.000000000E0
3.124197829E1,4.550124935E1,9.157885707E0,1.335650834E2,2.529999971E0,7.488283479E1,1.663058536E1,4.878499753E0
3.224196672E1,4.550125827E1,9.157938972E0,1.336266735E2,2.450000048E0,7.523439662E1,5.910029594E0,3.042726942E0
3.324195623E1,4.550126449E1,9.157963395E0,1.334077114E2,2.497456993E0,7.457022062E1,5.487636988E0,7.716893642E0
3.424194515E1,4.550127215E1,9.157999287E0,1.335561303E2,2.672131159E0,7.248611862E1,5.341938543E0,7.458436856E0
3.524193561E1,4.550128030E1,9.158033798E0,1.336083731E2,2.727622068E0,7.452227125E1,5.583991985E0,7.356352371E0
3.624192560E1,4.550128688E1,9.158068059E0,1.326690742E2,2.719467921E0,7.582716735E1,5.816613008E0,7.263511408E0
3.724191666E1,4.550129265E1,9.158102366E0,1.324752983E2,2.627226321E0,7.595825239E1,6.068482165E0,7.313451508E0
3.824190772E1,4.550130054E1,9.158136820E0,1.323950120E2,2.882652566E0,7.530585604E1,6.307940737E0,7.130796626E0
3.924189925E1,4.550130863E1,9.158171882E0,1.323438906E2,2.835008540E0,7.347535732E1,6.537379367E0,7.047208601E0
4.024189115E1,4.550131879E1,9.158206705E0,1.328385949E2,2.793804083E0,7.128975944E1,6.757879927E0,7.103631692E0
4.124188328E1,4.550133040E1,9.158239781E0,1.329591949E2,2.742972758E0,7.211161041E1,6.970775316E0,6.996520828E0
4.224187577E1,4.550134108E1,9.158268109E0,1.328652410E2,2.832079968E0,7.211161041E1,6.975141614E0,6.936180726E0
4.324186945E1,4.550135010E1,9.158300721E0,1.330140768E2,2.895149974E0,7.211161041E1,7.179806792E0,6.985713213E0
4.424186265E1,4.550136072E1,9.158334702E0,1.330245285E2,2.716770032E0,7.211161041E1,7.376798517E0,6.983850333E0
4.524185622E1,4.550137120E1,9.158358942E0,1.335945170E2,2.252713955E0,7.211161041E1,7.568024518E0,7.010308262E0
4.624184895E1,4.550138036E1,9.158385793E0,1.335956764E2,2.610584541E0,7.211161041E1,7.752896195E0,7.099207113E0
4.724184382E1,4.550138767E1,9.158419736E0,1.333505018E2,2.794856860E0,7.236071777E1,7.916509140E0,6.710324101E0
4.824183702E1,4.550139431E1,9.158447295E0,1.333024001E2,2.762243887E0,7.236071777E1,7.875794124E0,6.519943628E0
