"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778938207458000E9,"2026-05-16 15:30:07.458 UTC+02:00"
"PAUSE",3.000730762496823E1,1.778938237465000E9,"2026-05-16 15:30:37.465 UTC+02:00"
