"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778937033963000E9,"2026-05-16 15:10:33.963 UTC+02:00"
"PAUSE",5.203544499992859E0,1.778937039167000E9,"2026-05-16 15:10:39.167 UTC+02:00"
