"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.458874977E-3,-3.680720658E-1,6.593662432E-1,-1.217810714E0,1.432935387E0
1.542987500E-2,-2.003984792E-1,7.217095488E-1,-7.339419240E-1,1.048663421E0
2.540087496E-2,-1.499997926E-1,2.112499613E-1,-8.022058278E-1,8.430069241E-1
3.537187498E-2,-1.699415754E-1,4.044896212E-1,-9.880472982E-1,1.081077914E0
4.534287495E-2,-4.069150463E-3,-7.714114666E-2,-1.272400904E-1,1.488534685E-1
5.531387497E-2,1.689444789E-1,-6.881570560E-1,7.274257869E-1,1.015505119E0
6.528487499E-2,4.547560877E-1,-3.797787032E-1,1.827204021E0,1.920861654E0
7.525587495E-2,6.180935984E-1,2.618427023E-1,1.741497872E0,1.866391207E0
8.522687497E-2,6.437117120E-1,6.029803732E-1,3.674483871E-1,9.554938073E-1
9.519787499E-2,2.766159119E-1,5.349795941E-1,-1.063222611E-1,6.115749766E-1
1.051688750E-1,1.264770287E-1,-4.495953351E-2,2.150477278E-1,2.535021177E-1
1.151398750E-1,7.403175087E-1,3.264974123E-1,-3.033816147E-1,8.641243996E-1
1.251108750E-1,6.687755826E-1,4.722033021E-1,-1.222179168E-1,8.277523528E-1
1.350818750E-1,6.083051401E-1,7.230041224E-1,-3.550172067E-1,1.009359857E0
1.450528750E-1,4.461104677E-1,3.313219500E-1,-2.392487687E-1,6.050031051E-1
1.550238749E-1,1.723577911E-1,3.480058104E-1,-5.430145454E-1,6.675927267E-1
1.649948750E-1,1.265296537E-1,3.897417739E-1,-3.785961038E-1,5.578919370E-1
1.749658750E-1,6.525996991E-2,1.105942369E-2,-5.905541629E-1,5.942519615E-1
1.849368750E-1,-2.861037502E-1,-2.061380330E-1,-7.416479695E-1,8.212124909E-1
1.949078750E-1,-1.659553823E-1,-2.525503072E-1,-4.392615509E-1,5.331731020E-1
2.048788750E-1,-6.664539456E-2,-2.174442092E-1,-3.144983411E-1,3.881144152E-1
2.148498750E-1,-7.312034536E-1,7.264048630E-1,-5.808881307E-1,1.183111802E0
2.248208750E-1,-1.363768911E0,3.188852146E-1,6.306631386E-2,1.401973888E0
2.347918749E-1,-1.171349688E0,1.135795328E-1,1.246545101E0,1.714303092E0
2.447628750E-1,-6.960503586E-1,8.759722540E-1,1.592869252E-1,1.130126460E0
2.547338750E-1,-1.451775938E-1,1.064981453E0,-4.222397214E-1,1.154793667E0
2.647038750E-1,-2.082295089E-1,5.261491290E-1,-5.753075480E-2,5.687725574E-1
2.746748750E-1,-4.229245766E-1,5.559652510E-1,2.172281545E-1,7.315399025E-1
2.846458750E-1,-5.630878175E-1,1.124229828E0,-3.068443358E-2,1.257736908E0
2.946168749E-1,-5.642623769E-1,1.766103833E0,-9.534651107E-1,2.084852632E0
3.045878750E-1,-6.995981567E-1,1.060042603E0,-2.004648305E0,2.373129311E0
3.145588750E-1,-1.033753156E0,1.018448142E0,-3.076964505E0,3.401998350E0
3.245298750E-1,-1.265216430E0,7.601839355E-1,-1.508237822E0,2.110315985E0
3.345008750E-1,-9.308500540E-1,4.090869945E-1,-6.328236848E-1,1.197622565E0
3.444718750E-1,-1.170432041E0,1.038203837E0,-8.935714960E-3,1.564563267E0
3.544428750E-1,-3.873125482E-1,9.320213243E-1,4.903147602E-1,1.122088821E0
3.644138750E-1,-5.390026977E-1,4.680590880E-1,6.577544582E-1,9.706926111E-1
3.743848749E-1,-9.379325670E-1,8.031530768E-1,7.275099868E-1,1.433193339E0
3.843558750E-1,-1.061396891E0,8.233128145E-1,4.675644135E-1,1.422330423E0
3.943268750E-1,-1.518203378E0,-2.901826948E-2,1.237693001E0,1.958996560E0
4.042978749E-1,-1.376102150E0,4.885836920E-1,1.046105472E0,1.796303930E0
4.142688750E-1,-1.177311436E0,6.973620352E-1,-6.237605006E-1,1.503812883E0
4.242398750E-1,-1.187612768E0,3.274967015E-1,-6.104259253E-1,1.374881081E0
4.342108750E-1,-1.399806178E0,-1.350999177E-3,1.017151229E0,1.730334009E0
