"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.103499904E-3,4.599934387E-1,6.949298859E0,6.915618896E0
1.105787512E-2,4.748126221E-1,6.966662750E0,6.948550415E0
2.101187501E-2,4.709207153E-1,6.961573334E0,6.969357147E0
3.096687514E-2,4.195774841E-1,6.962770844E0,6.934030609E0
4.092087504E-2,3.064128113E-1,6.966213684E0,6.900650024E0
5.087587470E-2,2.409988403E-1,6.991062012E0,6.879244537E0
6.083087483E-2,1.663041687E-1,7.017107849E0,6.872957611E0
7.078487473E-2,1.797761536E-1,7.011419678E0,6.902895355E0
8.073987486E-2,1.574725342E-1,7.003186798E0,6.949149170E0
9.069387475E-2,1.505868530E-1,6.971602478E0,6.959328003E0
1.006488749E-1,1.874102783E-1,6.953190765E0,6.929539948E0
1.106038750E-1,2.101629639E-1,6.918612671E0,6.900799713E0
1.205578749E-1,1.971400452E-1,6.922055511E0,6.912475433E0
1.305128750E-1,1.490899658E-1,6.936874695E0,6.909032593E0
1.404668749E-1,8.113128662E-2,6.978039093E0,6.935677185E0
1.504218751E-1,3.218307495E-2,6.984625397E0,6.956334229E0
1.603768747E-1,-1.047821045E-3,6.995253296E0,6.961872711E0
1.703308751E-1,7.589218140E-2,6.977440338E0,6.928641815E0
1.802858748E-1,6.930587769E-2,6.979835358E0,6.884034576E0
1.902398751E-1,8.472381592E-2,6.974446564E0,6.903045044E0
2.001948748E-1,1.826202393E-2,6.999444580E0,6.929689636E0
2.101498749E-1,3.592529297E-3,7.027885437E0,6.915020142E0
2.201038748E-1,3.382965088E-2,7.028484192E0,6.931036835E0
2.300588749E-1,7.993377686E-2,6.998696136E0,6.917415161E0
2.400128748E-1,9.684860229E-2,7.011868744E0,6.924001465E0
2.499678750E-1,1.410067749E-1,6.978039093E0,6.925648041E0
2.599228751E-1,1.588197327E-1,6.937174072E0,6.949298859E0
2.698768750E-1,1.520837402E-1,6.926995239E0,6.938072205E0
2.798318751E-1,2.131567383E-1,6.958280182E0,6.918013916E0
2.897858750E-1,2.686912537E-1,6.950795746E0,6.912026367E0
2.997408751E-1,3.056643677E-1,6.932384033E0,6.918912048E0
