"event","experiment time","system time","system time text"
"START",0.000000000E0,1779737867.125,"2026-05-25 21:37:47.125 UTC+02:00"
"PAUSE",2.660230985E1,1779737893.728,"2026-05-25 21:38:13.728 UTC+02:00"
"START",2.660230985E1,1779737894.405,"2026-05-25 21:38:14.405 UTC+02:00"
"PAUSE",3.214919746E1,1779737899.952,"2026-05-25 21:38:19.952 UTC+02:00"
