"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778936197415000E9,"2026-05-16 14:56:37.415 UTC+02:00"
"PAUSE",3.000674845831236E1,1.778936227421000E9,"2026-05-16 14:57:07.421 UTC+02:00"
