"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.846904755E-3,4.550120785E1,9.157707992E0,1.389211232E2,NaN,NaN,1.091114209E2,4.130880753E0
4.140996933E-2,4.550119022E1,9.157831922E0,1.340467031E2,NaN,NaN,2.986444035E2,4.245017587E0
9.071009159E-1,4.550112411E1,9.156817962E0,1.325845386E2,NaN,NaN,3.964673975E1,3.000000000E1
3.598584175E0,4.550101679E1,9.156869583E0,1.325657539E2,0.000000000E0,NaN,5.809171484E0,4.000000000E0
4.598587751E0,4.550103402E1,9.156876530E0,1.329959908E2,0.000000000E0,NaN,4.990979040E0,4.000000000E0
5.598590732E0,4.550106086E1,9.156883844E0,1.330995674E2,0.000000000E0,NaN,4.346134673E0,4.000000000E0
6.598899961E0,4.550107261E1,9.156880366E0,1.335491524E2,0.000000000E0,2.446875000E2,3.904857375E0,4.000000000E0
7.598903298E0,4.550108117E1,9.156870580E0,1.336419868E2,7.599999905E-1,2.576953125E2,3.531732529E0,3.000000000E0
8.598898888E0,4.550108519E1,9.156850390E0,1.340269966E2,1.769999981E0,2.591015625E2,3.532890690E0,3.000000000E0
9.598896146E0,4.550108555E1,9.156833635E0,1.338327827E2,1.789999962E0,2.559375000E2,3.413814640E0,3.000000000E0
1.059888661E1,4.550107616E1,9.156813986E0,1.335819283E2,1.769999981E0,2.397656250E2,3.461675334E0,3.000000000E0
1.159887218E1,4.550107310E1,9.156787882E0,1.335719185E2,1.789999962E0,2.534765625E2,3.487819364E0,3.000000000E0
1.259886062E1,4.550106579E1,9.156757803E0,1.334549141E2,2.069999933E0,2.527734375E2,3.500504726E0,3.000000000E0
1.359885192E1,4.550106038E1,9.156732090E0,1.334549145E2,2.069999933E0,2.527734195E2,3.077372299E0,4.029364438E0
1.459883404E1,4.550105413E1,9.156702206E0,1.331280713E2,2.339999914E0,2.524218546E2,3.521914119E0,4.029364438E0
1.559881699E1,4.550104968E1,9.156673417E0,1.336475415E2,2.339999914E0,2.562890418E2,3.722365700E0,4.029364438E0
1.659879673E1,4.550104672E1,9.156649205E0,1.335235790E2,2.039999962E0,2.566406069E2,3.857913806E0,4.029364438E0
1.759877396E1,4.550104156E1,9.156619150E0,1.334081615E2,2.039999962E0,2.545312321E2,4.070497746E0,4.029364438E0
1.859875691E1,4.550103248E1,9.156582590E0,1.332701613E2,2.650000095E0,2.503124772E2,4.165375333E0,4.029364438E0
1.959874046E1,4.550102365E1,9.156547888E0,1.331289260E2,2.829999924E0,2.492577883E2,4.236392087E0,4.029364438E0
2.059872043E1,4.550101560E1,9.156512553E0,1.329522292E2,2.829999924E0,2.503124757E2,4.299060273E0,4.029364438E0
2.159870100E1,4.550100788E1,9.156478088E0,1.325618483E2,2.779999971E0,2.513671635E2,4.354303574E0,4.029364438E0
2.259868193E1,4.550100021E1,9.156446575E0,1.320863234E2,2.740000010E0,2.506640389E2,4.445764592E0,3.988980967E0
2.359866488E1,4.550099028E1,9.156414199E0,1.321206252E2,2.740000010E0,2.485546642E2,4.539925965E0,4.029364438E0
2.459864807E1,4.550098187E1,9.156380688E0,1.318915602E2,2.660000086E0,2.503124771E2,4.571180441E0,4.029364438E0
2.559863293E1,4.550097378E1,9.156348645E0,1.319237868E2,2.660000086E0,2.513671645E2,4.593442878E0,4.029364438E0
2.659861887E1,4.550096692E1,9.156322006E0,1.317349439E2,2.420000076E0,2.513671666E2,4.629019883E0,3.898803499E0
2.759860575E1,4.550095945E1,9.156290727E0,1.317390943E2,2.420000076E0,2.534765413E2,4.652018165E0,4.029364438E0
2.859859252E1,4.550094902E1,9.156257333E0,1.316301466E2,2.549999952E0,2.513671654E2,4.667361495E0,4.029364438E0
2.959858131E1,4.550093960E1,9.156226667E0,1.320127149E2,2.529999971E0,2.503124783E2,4.679024081E0,4.029364438E0
3.059857082E1,4.550092958E1,9.156197139E0,1.321951490E2,2.529999971E0,2.492577909E2,4.697316021E0,4.029364438E0
3.159856009E1,4.550092321E1,9.156163827E0,1.320000807E2,2.529999971E0,2.552343527E2,4.713773455E0,4.029364438E0
3.259855068E1,4.550091669E1,9.156135706E0,1.314296460E2,2.319999933E0,2.548827921E2,4.719713220E0,4.029364438E0
3.359854114E1,4.550089116E1,9.156072834E0,1.304753690E2,2.534010873E0,2.492908357E2,8.239163246E0,4.154184607E0
3.459853339E1,4.550089328E1,9.156036303E0,1.302069422E2,2.405509238E0,2.502042165E2,7.663611054E0,3.895381060E0
