"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778939523269000E9,"2026-05-16 15:52:03.269 UTC+02:00"
"PAUSE",3.000685729167890E1,1.778939553276000E9,"2026-05-16 15:52:33.276 UTC+02:00"
