Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
0.544763245,45.08074167,9.200251667,65.04448832,0.03860416636,243.5899963,1.899999976,16.10000038
1.044763245,45.08074167,9.200253333,65.04449212,0.2187569439,314.8500061,1.899999976,15.69999981
1.709763245,45.08073667,9.200265,64.64453375,0.04478083178,277.8900146,1.799999952,14.0
2.209763245,45.08073333,9.20027,64.34455519,0.07566417009,235.9900055,1.700000048,13.69999981
2.709763245,45.08073333,9.20027,64.34455519,0.1096358299,288.1799927,1.700000048,14.0
3.209763245,45.08073333,9.20027,64.34455519,0.06331083179,235.2100067,1.600000024,14.5
4.209763245,45.08073333,9.20027,64.34455519,0.04272194579,242.2899933,1.600000024,14.19999981
5.209763245,45.08073667,9.20028,63.1445679,0.08750277758,53.95999908,1.600000024,14.80000019
6.209763245,45.08074,9.200283333,63.14456543,0.4555291533,78.40000153,1.5,12.60000038
7.209763245,45.08073333,9.200286667,63.24459313,0.7396558523,89.87000275,1.5,9.899999619
8.209763245,45.080735,9.200295,63.24460707,0.9424563646,96.54000092,1.5,9.800000191
9.209763245,45.08073667,9.200308333,63.3446324,1.376881957,105.1699982,1.5,9.399999619
10.20976325,45.08073333,9.200328333,63.44468798,1.505562544,101.0999985,1.5,8.800000191
11.20976325,45.08073333,9.200356667,63.64475248,1.700642228,95.30000305,1.5,8.199999809
12.20976325,45.08072167,9.200378333,63.34483699,1.724319458,97.73000336,1.5,8.100000381
13.20976325,45.08072167,9.2004,62.94488631,1.904986978,102.0699997,1.5,8.100000381
14.20976325,45.08071833,9.200425,62.64495327,2.001240015,100.4400024,1.5,8.0
15.20976325,45.080715,9.20045,62.64502024,1.952856064,107.7300034,1.600000024,8.199999809
16.20976324,45.08070833,9.200475,62.64509726,1.855573654,102.8600006,1.600000024,8.100000381
17.20976324,45.08070167,9.200496667,62.54516669,1.821601987,104.0899963,1.600000024,8.0
18.20976324,45.08070167,9.20052,62.4452198,2.006901979,109.2399979,1.5,7.699999809
19.20976324,45.08069833,9.200541667,62.74527918,1.703730583,106.2399979,1.600000024,7.800000191
20.20976324,45.08069333,9.200568333,62.84535497,1.898295522,100.7600021,1.600000024,7.900000095
21.20976324,45.08068833,9.20059,62.64541937,1.919399142,105.5400009,1.600000024,8.0
22.20976324,45.08068333,9.200611667,62.64548378,1.932267189,103.8899994,1.600000024,8.0
23.20976324,45.08067833,9.200635,62.84555198,1.897780776,106.5999985,1.5,7.900000095
24.20976324,45.080675,9.200651667,62.94559997,1.819028378,112.2099991,1.5,7.599999905
25.20976324,45.08067,9.200663333,62.94564162,1.679538608,110.6999969,1.5,7.5
26.20976324,45.08066667,9.200666667,63.04565926,1.528210282,110.0899963,1.399999976,7.5
27.20976324,45.08066667,9.200666667,63.34565926,1.349601626,131.7400055,1.399999976,7.300000191
28.20976324,45.08066667,9.200666667,63.34565926,1.150404215,116.9700012,1.299999952,7.199999809
29.20976324,45.08066667,9.200666667,63.34565926,0.9512066841,179.9799957,1.299999952,7.400000095
30.20976324,45.08066667,9.200666667,63.34565926,0.7571563721,131.2100067,1.299999952,7.099999905
31.20976324,45.08066667,9.200666667,63.34565926,0.0,131.2100067,1.200000048,7.099999905
32.20976325,45.08067,9.200673333,63.84566438,0.0,131.2100067,1.200000048,6.900000095
33.20976325,45.08067167,9.200671667,63.94565556,0.0,5.860000134,1.200000048,6.900000095
34.20976325,45.08067333,9.200675,64.04565812,0.0,94.15000153,1.200000048,7.099999905
35.20976325,45.08067333,9.200675,64.04565812,0.0,94.15000153,1.299999952,6.900000095
