"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778939351590000E9,"2026-05-16 15:49:11.590 UTC+02:00"
"PAUSE",3.000762812502216E1,1.778939381598000E9,"2026-05-16 15:49:41.598 UTC+02:00"
