"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779269498228670E9,"2026-05-20 11:31:38.229 UTC+02:00"
"PAUSE",4.987326725013554E1,1.779269548101856E9,"2026-05-20 11:32:28.102 UTC+02:00"
